,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error
56,401020676,2018,1,regular,2018-09-01,Toledo,Mid-American,66,VMI,Southern,3,Toledo -48.5,-48.5,-63,14.5,48.5,63,-14.5,Toledo,14.5
57,401021652,2018,1,regular,2018-09-01,Arkansas State,Sun Belt,48,Southeast Missouri State,OVC,21,Arkansas State -32.5,-32.5,-27,-5.5,32.5,27,5.5,Southeast Missouri State,5.5
426,401021653,2018,1,regular,2018-09-01,Georgia Southern,Sun Belt,37,South Carolina State,MEAC,6,Georgia Southern -28,-28.0,-31,3.0,28.0,31,-3.0,Georgia Southern,3.0
58,401021654,2018,1,regular,2018-09-01,Louisiana,Sun Belt,49,Grambling,SWAC,17,Louisiana -14,-14.0,-32,18.0,14.0,32,-18.0,Louisiana,18.0
3413,401021656,2018,1,regular,2018-09-01,Troy,Sun Belt,20,Boise State,Mountain West,56,Boise State -9.5,9.5,36,-26.5,-9.5,-36,26.5,Boise State,26.5
406,401022512,2018,1,regular,2018-09-01,Stanford,Pac-12,31,San Diego State,Mountain West,10,Stanford -14,-14.0,-21,7.0,14.0,21,-7.0,Stanford,7.0
3499,401022514,2018,1,regular,2018-09-01,Air Force,Mountain West,38,Stony Brook,CAA,0,Air Force -14.5,-14.5,-38,23.5,14.5,38,-23.5,Air Force,23.5
592,401022517,2018,1,regular,2018-09-01,Nevada,Mountain West,72,Portland State,Big Sky,19,Nevada -28,-28.0,-53,25.0,28.0,53,-25.0,Nevada,25.0
3421,401012246,2018,1,regular,2018-09-02,Alabama,SEC,51,Louisville,ACC,14,Alabama -24,-24.0,-37,13.0,24.0,37,-13.0,Alabama,13.0
3134,401012676,2018,1,regular,2018-09-02,Arizona,Pac-12,23,BYU,FBS Independents,28,Arizona -11,-11.0,5,-16.0,11.0,-5,16.0,BYU,16.0
3130,401012677,2018,1,regular,2018-09-02,Arizona State,Pac-12,49,UT San Antonio,Conference USA,7,Arizona State -17.5,-17.5,-42,24.5,17.5,42,-24.5,Arizona State,24.5
2893,401012681,2018,1,regular,2018-09-02,Oregon,Pac-12,58,Bowling Green,Mid-American,24,Oregon -34,-34.0,-34,0.0,34.0,34,-0.0,Bowling Green,0.0
3469,401013026,2018,1,regular,2018-09-02,Baylor,Big 12,55,Abilene Christian,Southland,27,Baylor -41,-41.0,-28,-13.0,41.0,28,13.0,Abilene Christian,13.0
3359,401013095,2018,1,regular,2018-09-02,LSU,SEC,33,Miami,ACC,17,Miami -3,3.0,-16,19.0,-3.0,16,-19.0,LSU,19.0
3363,401019475,2018,1,regular,2018-09-02,Hawai'i,Mountain West,59,Navy,American Athletic,41,Navy -13.5,13.5,-18,31.5,-13.5,18,-31.5,Hawai'i,31.5
3470,401022515,2018,1,regular,2018-09-02,New Mexico,Mountain West,62,Incarnate Word,Southland,30,New Mexico -36,-36.0,-32,-4.0,36.0,32,4.0,Incarnate Word,4.0
2979,401022516,2018,1,regular,2018-09-02,Fresno State,Mountain West,79,Idaho,Big Sky,13,Fresno State -24.5,-24.5,-66,41.5,24.5,66,-41.5,Fresno State,41.5
3517,401079833,2018,1,regular,2018-09-02,East Carolina,American Athletic,23,North Carolina A&T,MEAC,28,East Carolina -13,-13.0,5,-18.0,13.0,-5,18.0,North Carolina A&T,18.0
3221,401013096,2018,1,regular,2018-09-04,Florida State,ACC,3,Virginia Tech,ACC,24,Florida State -7,-7.0,21,-28.0,7.0,-21,28.0,Virginia Tech,28.0
429,401012260,2018,2,regular,2018-09-08,Alabama,SEC,57,Arkansas State,Sun Belt,7,Alabama -37,-37.0,-50,13.0,37.0,50,-13.0,Alabama,13.0
2897,401012261,2018,2,regular,2018-09-08,Colorado State,Mountain West,34,Arkansas,SEC,27,Arkansas -14,14.0,-7,21.0,-14.0,7,-21.0,Colorado State,21.0
2407,401012262,2018,2,regular,2018-09-08,Auburn,SEC,63,Alabama State,SWAC,9,Auburn -62,-62.0,-54,-8.0,62.0,54,8.0,Alabama State,8.0
2990,401012263,2018,2,regular,2018-09-08,Florida,SEC,16,Kentucky,SEC,27,Florida -13.5,-13.5,11,-24.5,13.5,-11,24.5,Kentucky,24.5
2408,401012264,2018,2,regular,2018-09-08,LSU,SEC,31,Southeastern Louisiana,Southland,0,LSU -42,-42.0,-31,-11.0,42.0,31,11.0,Southeastern Louisiana,11.0
2543,401012265,2018,2,regular,2018-09-08,Ole Miss,SEC,76,Southern Illinois,MVFC,41,Ole Miss -28,-28.0,-35,7.0,28.0,35,-7.0,Ole Miss,7.0
3074,401012266,2018,2,regular,2018-09-08,Kansas State,Big 12,10,Mississippi State,SEC,31,Mississippi State -7,7.0,21,-14.0,-7.0,-21,14.0,Mississippi State,14.0
2835,401012267,2018,2,regular,2018-09-08,Missouri,SEC,40,Wyoming,Mountain West,13,Missouri -19.5,-19.5,-27,7.5,19.5,27,-7.5,Missouri,7.5
3086,401012268,2018,2,regular,2018-09-08,South Carolina,SEC,17,Georgia,SEC,41,Georgia -9,9.0,24,-15.0,-9.0,-24,15.0,Georgia,15.0
65,401012269,2018,2,regular,2018-09-08,Tennessee,SEC,59,East Tennessee State,Southern,3,Tennessee -37,-37.0,-56,19.0,37.0,56,-19.0,Tennessee,19.0
433,401012270,2018,2,regular,2018-09-08,Texas A&M,SEC,26,Clemson,ACC,28,Clemson -12.5,12.5,2,10.5,-12.5,-2,-10.5,Texas A&M,10.5
2805,401012271,2018,2,regular,2018-09-08,Vanderbilt,SEC,41,Nevada,Mountain West,10,Vanderbilt -10,-10.0,-31,21.0,10.0,31,-21.0,Vanderbilt,21.0
3078,401012726,2018,2,regular,2018-09-08,Houston,American Athletic,45,Arizona,Pac-12,18,Houston -3.5,-3.5,-27,23.5,3.5,27,-23.5,Houston,23.5
2968,401012728,2018,2,regular,2018-09-08,Oklahoma,Big 12,49,UCLA,Pac-12,21,Oklahoma -31,-31.0,-28,-3.0,31.0,28,3.0,UCLA,3.0
2906,401012729,2018,2,regular,2018-09-08,Nebraska,Big Ten,28,Colorado,Pac-12,33,Nebraska -3.5,-3.5,5,-8.5,3.5,-5,8.5,Colorado,8.5
949,401012730,2018,2,regular,2018-09-08,Northern Illinois,Mid-American,6,Utah,Pac-12,17,Utah -12,12.0,11,1.0,-12.0,-11,-1.0,Northern Illinois,1.0
2980,401012731,2018,2,regular,2018-09-08,Oregon,Pac-12,62,Portland State,Big Sky,14,Oregon -49.5,-49.5,-48,-1.5,49.5,48,1.5,Portland State,1.5
2943,401012821,2018,2,regular,2018-09-08,Ohio State,Big Ten,52,Rutgers,Big Ten,3,Ohio State -35.5,-35.5,-49,13.5,35.5,49,-13.5,Ohio State,13.5
2977,401012852,2018,2,regular,2018-09-08,Indiana,Big Ten,20,Virginia,ACC,16,Indiana -5,-5.0,-4,-1.0,5.0,4,1.0,Virginia,1.0
3006,401012863,2018,2,regular,2018-09-08,Iowa,Big Ten,13,Iowa State,Big 12,3,Iowa -3.5,-3.5,-10,6.5,3.5,10,-6.5,Iowa,6.5
67,401012873,2018,2,regular,2018-09-08,Bowling Green,Mid-American,14,Maryland,Big Ten,45,Maryland -14,14.0,31,-17.0,-14.0,-31,17.0,Maryland,17.0
2866,401012889,2018,2,regular,2018-09-08,Michigan,Big Ten,49,Western Michigan,Mid-American,3,Michigan -28,-28.0,-46,18.0,28.0,46,-18.0,Michigan,18.0
943,401013027,2018,2,regular,2018-09-08,UT San Antonio,Conference USA,20,Baylor,Big 12,37,Baylor -17,17.0,17,0.0,-17.0,-17,-0.0,Baylor,0.0
3299,401013098,2018,2,regular,2018-09-08,Northwestern,Big Ten,7,Duke,ACC,21,Northwestern -2.5,-2.5,14,-16.5,2.5,-14,16.5,Duke,16.5
947,401013099,2018,2,regular,2018-09-08,Florida State,ACC,36,Samford,Southern,26,Florida State -33,-33.0,-10,-23.0,33.0,10,23.0,Samford,23.0
2994,401013100,2018,2,regular,2018-09-08,South Florida,American Athletic,49,Georgia Tech,ACC,38,Georgia Tech -3,3.0,-11,14.0,-3.0,11,-14.0,South Florida,14.0
2410,401013102,2018,2,regular,2018-09-08,Miami,ACC,77,Savannah State,MEAC,0,Miami -62,-62.0,-77,15.0,62.0,77,-15.0,Miami,15.0
3138,401013103,2018,2,regular,2018-09-08,East Carolina,American Athletic,41,North Carolina,ACC,19,North Carolina -16,16.0,-22,38.0,-16.0,22,-38.0,East Carolina,38.0
2879,401013107,2018,2,regular,2018-09-08,Virginia Tech,ACC,62,William & Mary,CAA,17,Virginia Tech -42,-42.0,-45,3.0,42.0,45,-3.0,Virginia Tech,3.0
2541,401013108,2018,2,regular,2018-09-08,Wake Forest,ACC,51,Towson,CAA,20,Wake Forest -34,-34.0,-31,-3.0,34.0,31,3.0,Towson,3.0
3225,401013322,2018,2,regular,2018-09-08,Texas Tech,Big 12,77,Lamar,Southland,0,Texas Tech -49,-49.0,-77,28.0,49.0,77,-28.0,Texas Tech,28.0
2869,401013326,2018,2,regular,2018-09-08,West Virginia,Big 12,52,Youngstown State,MVFC,17,West Virginia -33.5,-33.5,-35,1.5,33.5,35,-1.5,West Virginia,1.5
2754,401013329,2018,2,regular,2018-09-08,Minnesota,Big Ten,21,Fresno State,Mountain West,14,Fresno State -1,1.0,-7,8.0,-1.0,7,-8.0,Minnesota,8.0
927,401013352,2018,2,regular,2018-09-08,Purdue,Big Ten,19,Eastern Michigan,Mid-American,20,Purdue -15.5,-15.5,1,-16.5,15.5,-1,16.5,Eastern Michigan,16.5
437,401013355,2018,2,regular,2018-09-08,Wisconsin,Big Ten,45,New Mexico,Mountain West,14,Wisconsin -35.5,-35.5,-31,-4.5,35.5,31,4.5,New Mexico,4.5
2973,401013358,2018,2,regular,2018-09-08,Georgia Southern,Sun Belt,34,UMass,FBS Independents,13,Georgia Southern -1.5,-1.5,-21,19.5,1.5,21,-19.5,Georgia Southern,19.5
931,401013367,2018,2,regular,2018-09-08,Army,FBS Independents,38,Liberty,FBS Independents,14,Army -7.5,-7.5,-24,16.5,7.5,24,-16.5,Army,16.5
3169,401013377,2018,2,regular,2018-09-08,Notre Dame,FBS Independents,24,Ball State,Mid-American,16,Notre Dame -34.5,-34.5,-8,-26.5,34.5,8,26.5,Ball State,26.5
939,401014981,2018,2,regular,2018-09-08,Charlotte,Conference USA,9,Appalachian State,Sun Belt,45,Appalachian State -15,15.0,36,-21.0,-15.0,-36,21.0,Appalachian State,21.0
2910,401014982,2018,2,regular,2018-09-08,Old Dominion,Conference USA,20,Florida International,Conference USA,28,Florida International -3,3.0,8,-5.0,-3.0,-8,5.0,Florida International,5.0
3314,401014983,2018,2,regular,2018-09-08,Florida Atlantic,Conference USA,33,Air Force,Mountain West,26,Florida Atlantic -8,-8.0,-7,-1.0,8.0,7,1.0,Air Force,1.0
2913,401014984,2018,2,regular,2018-09-08,Louisiana Tech,Conference USA,54,Southern,SWAC,17,Louisiana Tech -34,-34.0,-37,3.0,34.0,37,-3.0,Louisiana Tech,3.0
3338,401014985,2018,2,regular,2018-09-08,Marshall,Conference USA,32,Eastern Kentucky,OVC,16,Marshall -32.5,-32.5,-16,-16.5,32.5,16,16.5,Eastern Kentucky,16.5
3317,401014986,2018,2,regular,2018-09-08,Middle Tennessee,Conference USA,61,UT Martin,OVC,37,Middle Tennessee -19,-19.0,-24,5.0,19.0,24,-5.0,Middle Tennessee,5.0
2757,401014987,2018,2,regular,2018-09-08,North Texas,Conference USA,58,Incarnate Word,Southland,16,North Texas -43.5,-43.5,-42,-1.5,43.5,42,1.5,Incarnate Word,1.5
3565,401014989,2018,2,regular,2018-09-08,Southern Mississippi,Conference USA,20,Louisiana Monroe,Sun Belt,21,Southern Mississippi -5.5,-5.5,1,-6.5,5.5,-1,6.5,Louisiana Monroe,6.5
71,401014990,2018,2,regular,2018-09-08,Coastal Carolina,Sun Belt,47,UAB,Conference USA,24,UAB -9,9.0,-23,32.0,-9.0,23,-32.0,Coastal Carolina,32.0
952,401014992,2018,2,regular,2018-09-08,Western Kentucky,Conference USA,28,Maine,CAA,31,Western Kentucky -10,-10.0,3,-13.0,10.0,-3,13.0,Maine,13.0
3409,401019477,2018,2,regular,2018-09-08,SMU,American Athletic,12,TCU,Big 12,42,TCU -23.5,23.5,30,-6.5,-23.5,-30,6.5,TCU,6.5
2881,401019479,2018,2,regular,2018-09-08,Navy,American Athletic,22,Memphis,American Athletic,21,Memphis -7,7.0,-1,8.0,-7.0,1,-8.0,Navy,8.0
63,401020677,2018,2,regular,2018-09-08,Kent State,Mid-American,54,Howard,MEAC,14,Kent State -9.5,-9.5,-40,30.5,9.5,40,-30.5,Kent State,30.5
64,401020678,2018,2,regular,2018-09-08,Akron,Mid-American,41,Morgan State,MEAC,7,Akron -42.5,-42.5,-34,-8.5,42.5,34,8.5,Morgan State,8.5
74,401021657,2018,2,regular,2018-09-08,Texas State,Sun Belt,36,Texas Southern,SWAC,20,Texas State -34,-34.0,-16,-18.0,34.0,16,18.0,Texas Southern,18.0
2838,401021658,2018,2,regular,2018-09-08,Troy,Sun Belt,59,Florida A&M,MEAC,7,Troy -34.5,-34.5,-52,17.5,34.5,52,-17.5,Troy,17.5
3335,401012727,2018,2,regular,2018-09-09,Arizona State,Pac-12,16,Michigan State,Big Ten,13,Michigan State -4.5,4.5,-3,7.5,-4.5,3,-7.5,Arizona State,7.5
953,401012732,2018,2,regular,2018-09-09,Oregon State,Pac-12,48,Southern Utah,Big Sky,25,Oregon State -11,-11.0,-23,12.0,11.0,23,-12.0,Oregon State,12.0
3340,401012735,2018,2,regular,2018-09-09,BYU,FBS Independents,18,California,Pac-12,21,BYU -2,-2.0,3,-5.0,2.0,-3,5.0,California,5.0
919,401012736,2018,2,regular,2018-09-09,Stanford,Pac-12,17,USC,Pac-12,3,Stanford -4.5,-4.5,-14,9.5,4.5,14,-9.5,Stanford,9.5
3153,401013105,2018,2,regular,2018-09-09,Pittsburgh,ACC,6,Penn State,Big Ten,51,Penn State -7.5,7.5,45,-37.5,-7.5,-45,37.5,Penn State,37.5
3247,401013319,2018,2,regular,2018-09-09,Texas,Big 12,28,Tulsa,American Athletic,21,Texas -22,-22.0,-7,-15.0,22.0,7,15.0,Tulsa,15.0
3205,401013490,2018,2,regular,2018-09-09,Oklahoma State,Big 12,55,South Alabama,Sun Belt,13,Oklahoma State -30.5,-30.5,-42,11.5,30.5,42,-11.5,Oklahoma State,11.5
2809,401014988,2018,2,regular,2018-09-09,Hawai'i,Mountain West,43,Rice,Conference USA,29,Hawai'i -17.5,-17.5,-14,-3.5,17.5,14,3.5,Rice,3.5
957,401014991,2018,2,regular,2018-09-09,UNLV,Mountain West,52,UTEP,Conference USA,24,UNLV -23,-23.0,-28,5.0,23.0,28,-5.0,UNLV,5.0
2545,401019480,2018,2,regular,2018-09-09,Tulane,American Athletic,42,Nicholls,Southland,17,Tulane -17,-17.0,-25,8.0,17.0,25,-8.0,Tulane,8.0
923,401019483,2018,2,regular,2018-09-09,Boise State,Mountain West,62,Connecticut,American Athletic,7,Boise State -33.5,-33.5,-55,21.5,33.5,55,-21.5,Boise State,21.5
3011,401022518,2018,2,regular,2018-09-09,San Diego State,Mountain West,28,Sacramento State,Big Sky,14,San Diego State -25.5,-25.5,-14,-11.5,25.5,14,11.5,Sacramento State,11.5
3094,401013109,2018,3,regular,2018-09-13,Wake Forest,ACC,34,Boston College,ACC,41,Boston College -6,6.0,7,-1.0,-6.0,-7,1.0,Boston College,1.0
2840,401014993,2018,3,regular,2018-09-13,Charlotte,Conference USA,28,Old Dominion,Conference USA,25,Old Dominion -1.5,1.5,-3,4.5,-1.5,3,-4.5,Charlotte,4.5
1007,401012272,2018,3,regular,2018-09-15,Arkansas,SEC,17,North Texas,Conference USA,44,Arkansas -5.5,-5.5,27,-32.5,5.5,-27,32.5,North Texas,32.5
975,401012273,2018,3,regular,2018-09-15,Auburn,SEC,21,LSU,SEC,22,Auburn -10,-10.0,1,-11.0,10.0,-1,11.0,LSU,11.0
1011,401012274,2018,3,regular,2018-09-15,Florida,SEC,48,Colorado State,Mountain West,10,Florida -21,-21.0,-38,17.0,21.0,38,-17.0,Florida,17.0
967,401012275,2018,3,regular,2018-09-15,Georgia,SEC,49,Middle Tennessee,Conference USA,7,Georgia -34,-34.0,-42,8.0,34.0,42,-8.0,Georgia,8.0
2900,401012276,2018,3,regular,2018-09-15,Kentucky,SEC,48,Murray State,OVC,10,Kentucky -41,-41.0,-38,-3.0,41.0,38,3.0,Murray State,3.0
963,401012277,2018,3,regular,2018-09-15,Ole Miss,SEC,7,Alabama,SEC,62,Alabama -22.5,22.5,55,-32.5,-22.5,-55,32.5,Alabama,32.5
