,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error
2659,401282220,2021,5,regular,2021-10-02,NC State,ACC,34,Louisiana Tech,Conference USA,27,NC State -17.5,-17.5,-7,-10.5,17.5,7,10.5,Louisiana Tech,10.5
2687,401282221,2021,5,regular,2021-10-02,UAB,Conference USA,12,Liberty,FBS Independents,36,UAB -3,-3.0,24,-27.0,3.0,-24,27.0,Liberty,27.0
2675,401282222,2021,5,regular,2021-10-02,UT San Antonio,Conference USA,24,UNLV,Mountain West,17,UT San Antonio -21.5,-21.5,-7,-14.5,21.5,7,14.5,UNLV,14.5
2655,401282223,2021,5,regular,2021-10-02,Michigan State,Big Ten,48,Western Kentucky,Conference USA,31,Michigan State -10.5,-10.5,-17,6.5,10.5,17,-6.5,Michigan State,6.5
2663,401282647,2021,5,regular,2021-10-02,Clemson,ACC,19,Boston College,ACC,13,Clemson -14.5,-14.5,-6,-8.5,14.5,6,8.5,Boston College,8.5
2911,401282648,2021,5,regular,2021-10-02,Florida State,ACC,33,Syracuse,ACC,30,Florida State -5.5,-5.5,-3,-2.5,5.5,3,2.5,Syracuse,2.5
1316,401282649,2021,5,regular,2021-10-02,Georgia Tech,ACC,21,Pittsburgh,ACC,52,Pittsburgh -3,3.0,31,-28.0,-3.0,-31,28.0,Pittsburgh,28.0
1320,401282650,2021,5,regular,2021-10-02,North Carolina,ACC,38,Duke,ACC,7,North Carolina -19.5,-19.5,-31,11.5,19.5,31,-11.5,North Carolina,11.5
956,401282651,2021,5,regular,2021-10-02,Wake Forest,ACC,37,Louisville,ACC,34,Wake Forest -7,-7.0,-3,-4.0,7.0,3,4.0,Louisville,4.0
948,401282708,2021,5,regular,2021-10-02,Notre Dame,FBS Independents,13,Cincinnati,American Athletic,24,Cincinnati -2,2.0,11,-9.0,-2.0,-11,9.0,Cincinnati,9.0
944,401282729,2021,5,regular,2021-10-02,Penn State,Big Ten,24,Indiana,Big Ten,0,Penn State -12.5,-12.5,-24,11.5,12.5,24,-11.5,Penn State,11.5
939,401282759,2021,5,regular,2021-10-02,Maryland,Big Ten,14,Iowa,Big Ten,51,Iowa -3,3.0,37,-34.0,-3.0,-37,34.0,Iowa,34.0
952,401282776,2021,5,regular,2021-10-02,Wisconsin,Big Ten,17,Michigan,Big Ten,38,Wisconsin -2.5,-2.5,21,-23.5,2.5,-21,23.5,Michigan,23.5
960,401282793,2021,5,regular,2021-10-02,Purdue,Big Ten,13,Minnesota,Big Ten,20,Purdue -2.5,-2.5,7,-9.5,2.5,-7,9.5,Minnesota,9.5
1527,401282800,2021,5,regular,2021-10-02,Nebraska,Big Ten,56,Northwestern,Big Ten,7,Nebraska -11.5,-11.5,-49,37.5,11.5,49,-37.5,Nebraska,37.5
584,401282813,2021,5,regular,2021-10-02,Rutgers,Big Ten,13,Ohio State,Big Ten,52,Ohio State -15,15.0,39,-24.0,-15.0,-39,24.0,Ohio State,24.0
608,401286302,2021,5,regular,2021-10-02,UMass,FBS Independents,7,Toledo,Mid-American,45,Toledo -27,27.0,38,-11.0,-27.0,-38,11.0,Toledo,11.0
1523,401287912,2021,5,regular,2021-10-02,Iowa State,Big 12,59,Kansas,Big 12,7,Iowa State -34.5,-34.5,-52,17.5,34.5,52,-17.5,Iowa State,17.5
596,401287913,2021,5,regular,2021-10-02,Kansas State,Big 12,31,Oklahoma,Big 12,37,Oklahoma -12.5,12.5,6,6.5,-12.5,-6,-6.5,Kansas State,6.5
600,401287914,2021,5,regular,2021-10-02,Oklahoma State,Big 12,24,Baylor,Big 12,14,Oklahoma State -4,-4.0,-10,6.0,4.0,10,-6.0,Oklahoma State,6.0
612,401287915,2021,5,regular,2021-10-02,TCU,Big 12,27,Texas,Big 12,32,Texas -4,4.0,5,-1.0,-4.0,-5,1.0,Texas,1.0
632,401287916,2021,5,regular,2021-10-02,West Virginia,Big 12,20,Texas Tech,Big 12,23,West Virginia -7.5,-7.5,3,-10.5,7.5,-3,10.5,Texas Tech,10.5
636,401301013,2021,5,regular,2021-10-02,Navy,American Athletic,34,UCF,American Athletic,30,UCF -15,15.0,-4,19.0,-15.0,4,-19.0,Navy,19.0
640,401301014,2021,5,regular,2021-10-02,East Carolina,American Athletic,52,Tulane,American Athletic,29,Tulane -3,3.0,-23,26.0,-3.0,23,-26.0,East Carolina,26.0
616,401301015,2021,5,regular,2021-10-02,Temple,American Athletic,34,Memphis,American Athletic,31,Memphis -11,11.0,-3,14.0,-11.0,3,-14.0,Temple,14.0
652,401301016,2021,5,regular,2021-10-02,SMU,American Athletic,41,South Florida,American Athletic,17,SMU -21,-21.0,-24,3.0,21.0,24,-3.0,SMU,3.0
580,401308835,2021,5,regular,2021-10-02,Miami (OH),Mid-American,28,Central Michigan,Mid-American,17,Central Michigan -1.5,1.5,-11,12.5,-1.5,11,-12.5,Miami (OH),12.5
628,401309558,2021,5,regular,2021-10-02,Northern Illinois,Mid-American,27,Eastern Michigan,Mid-American,20,Northern Illinois -1.5,-1.5,-7,5.5,1.5,7,-5.5,Northern Illinois,5.5
656,401309559,2021,5,regular,2021-10-02,Ball State,Mid-American,28,Army,FBS Independents,16,Army -10,10.0,-12,22.0,-10.0,12,-22.0,Ball State,22.0
644,401309560,2021,5,regular,2021-10-02,Akron,Mid-American,17,Ohio,Mid-American,34,Ohio -9.5,9.5,17,-7.5,-9.5,-17,7.5,Ohio,7.5
620,401309561,2021,5,regular,2021-10-02,Buffalo,Mid-American,17,Western Michigan,Mid-American,24,Western Michigan -7,7.0,7,0.0,-7.0,-7,-0.0,Western Michigan,0.0
648,401309562,2021,5,regular,2021-10-02,Kent State,Mid-American,27,Bowling Green,Mid-American,20,Kent State -16.5,-16.5,-7,-9.5,16.5,7,9.5,Bowling Green,9.5
140,401309612,2021,5,regular,2021-10-02,Georgia State,Sun Belt,16,Appalachian State,Sun Belt,45,Appalachian State -10,10.0,29,-19.0,-10.0,-29,19.0,Appalachian State,19.0
144,401309613,2021,5,regular,2021-10-02,Georgia Southern,Sun Belt,59,Arkansas State,Sun Belt,33,Georgia Southern -2,-2.0,-26,24.0,2.0,26,-24.0,Georgia Southern,24.0
136,401309614,2021,5,regular,2021-10-02,Coastal Carolina,Sun Belt,59,Louisiana Monroe,Sun Belt,6,Coastal Carolina -33.5,-33.5,-53,19.5,33.5,53,-19.5,Coastal Carolina,19.5
660,401309863,2021,5,regular,2021-10-02,California,Pac-12,6,Washington State,Pac-12,21,California -7.5,-7.5,15,-22.5,7.5,-15,22.5,Washington State,22.5
592,401309864,2021,5,regular,2021-10-02,Stanford,Pac-12,31,Oregon,Pac-12,24,Oregon -8.5,8.5,-7,15.5,-8.5,7,-15.5,Stanford,15.5
624,401309867,2021,5,regular,2021-10-02,Colorado,Pac-12,14,USC,Pac-12,37,USC -9,9.0,23,-14.0,-9.0,-23,14.0,USC,14.0
683,401309912,2021,5,regular,2021-10-02,Utah State,Mountain West,20,BYU,FBS Independents,34,BYU -8,8.0,14,-6.0,-8.0,-14,6.0,BYU,6.0
1519,401310710,2021,5,regular,2021-10-02,New Mexico,Mountain West,10,Air Force,Mountain West,38,Air Force -11.5,11.5,28,-16.5,-11.5,-28,16.5,Air Force,16.5
572,401310711,2021,5,regular,2021-10-02,Boise State,Mountain West,31,Nevada,Mountain West,41,Boise State -3.5,-3.5,10,-13.5,3.5,-10,13.5,Nevada,13.5
707,401282092,2021,5,regular,2021-10-03,LSU,SEC,19,Auburn,SEC,24,LSU -3,-3.0,5,-8.0,3.0,-5,8.0,Auburn,8.0
2691,401282217,2021,5,regular,2021-10-03,UTEP,Conference USA,28,Old Dominion,Conference USA,21,UTEP -5.5,-5.5,-7,1.5,5.5,7,-1.5,UTEP,1.5
1531,401309615,2021,5,regular,2021-10-03,South Alabama,Sun Belt,18,Louisiana,Sun Belt,20,Louisiana -12,12.0,2,10.0,-12.0,-2,-10.0,South Alabama,10.0
1535,401309865,2021,5,regular,2021-10-03,Oregon State,Pac-12,27,Washington,Pac-12,24,Oregon State -2.5,-2.5,-3,0.5,2.5,3,-0.5,Oregon State,0.5
604,401309866,2021,5,regular,2021-10-03,UCLA,Pac-12,23,Arizona State,Pac-12,42,UCLA -3,-3.0,19,-22.0,3.0,-19,22.0,Arizona State,22.0
576,401310712,2021,5,regular,2021-10-03,Hawai'i,Mountain West,27,Fresno State,Mountain West,24,Fresno State -10.5,10.5,-3,13.5,-10.5,3,-13.5,Hawai'i,13.5
1539,401310713,2021,5,regular,2021-10-03,San José State,Mountain West,37,New Mexico State,FBS Independents,31,San José State -25.5,-25.5,-6,-19.5,25.5,6,19.5,New Mexico State,19.5
1547,401301017,2021,6,regular,2021-10-07,Tulane,American Athletic,22,Houston,American Athletic,40,Houston -6.5,6.5,18,-11.5,-6.5,-18,11.5,Houston,11.5
1542,401309616,2021,6,regular,2021-10-07,Arkansas State,Sun Belt,20,Coastal Carolina,Sun Belt,52,Coastal Carolina -20,20.0,32,-12.0,-20.0,-32,12.0,Coastal Carolina,12.0
588,401282224,2021,6,regular,2021-10-08,Florida International,Conference USA,33,Charlotte,Conference USA,45,Charlotte -3.5,3.5,12,-8.5,-3.5,-12,8.5,Charlotte,8.5
1551,401301018,2021,6,regular,2021-10-08,Cincinnati,American Athletic,52,Temple,American Athletic,3,Cincinnati -30,-30.0,-49,19.0,30.0,49,-19.0,Cincinnati,19.0
1563,401282097,2021,6,regular,2021-10-09,Auburn,SEC,10,Georgia,SEC,34,Georgia -14.5,14.5,24,-9.5,-14.5,-24,9.5,Georgia,9.5
1583,401282098,2021,6,regular,2021-10-09,Florida,SEC,42,Vanderbilt,SEC,0,Florida -39,-39.0,-42,3.0,39.0,42,-3.0,Florida,3.0
1575,401282099,2021,6,regular,2021-10-09,Kentucky,SEC,42,LSU,SEC,21,Kentucky -2,-2.0,-21,19.0,2.0,21,-19.0,Kentucky,19.0
1567,401282100,2021,6,regular,2021-10-09,Ole Miss,SEC,52,Arkansas,SEC,51,Ole Miss -5,-5.0,-1,-4.0,5.0,1,4.0,Arkansas,4.0
2939,401282101,2021,6,regular,2021-10-09,Missouri,SEC,48,North Texas,Conference USA,35,Missouri -18.5,-18.5,-13,-5.5,18.5,13,5.5,North Texas,5.5
2507,401282102,2021,6,regular,2021-10-09,Tennessee,SEC,45,South Carolina,SEC,20,Tennessee -10.5,-10.5,-25,14.5,10.5,25,-14.5,Tennessee,14.5
2927,401282225,2021,6,regular,2021-10-09,UAB,Conference USA,31,Florida Atlantic,Conference USA,14,UAB -3.5,-3.5,-17,13.5,3.5,17,-13.5,UAB,13.5
2919,401282226,2021,6,regular,2021-10-09,Marshall,Conference USA,20,Old Dominion,Conference USA,13,Marshall -21,-21.0,-7,-14.0,21.0,7,14.0,Old Dominion,14.0
2943,401282227,2021,6,regular,2021-10-09,Southern Mississippi,Conference USA,13,UTEP,Conference USA,26,UTEP -1.5,1.5,13,-11.5,-1.5,-13,11.5,UTEP,11.5
2947,401282228,2021,6,regular,2021-10-09,Western Kentucky,Conference USA,46,UT San Antonio,Conference USA,52,Western Kentucky -3.5,-3.5,6,-9.5,3.5,-6,9.5,UT San Antonio,9.5
2931,401282229,2021,6,regular,2021-10-09,Liberty,FBS Independents,41,Middle Tennessee,Conference USA,13,Liberty -20,-20.0,-28,8.0,20.0,28,-8.0,Liberty,8.0
2915,401282652,2021,6,regular,2021-10-09,Duke,ACC,27,Georgia Tech,ACC,31,Georgia Tech -4.5,4.5,4,0.5,-4.5,-4,-0.5,Duke,0.5
2923,401282653,2021,6,regular,2021-10-09,Louisville,ACC,33,Virginia,ACC,34,Louisville -2.5,-2.5,1,-3.5,2.5,-1,3.5,Virginia,3.5
2935,401282654,2021,6,regular,2021-10-09,North Carolina,ACC,25,Florida State,ACC,35,North Carolina -17.5,-17.5,10,-27.5,17.5,-10,27.5,Florida State,27.5
1579,401282655,2021,6,regular,2021-10-09,Syracuse,ACC,37,Wake Forest,ACC,40,Wake Forest -6,6.0,3,3.0,-6.0,-3,-3.0,Syracuse,3.0
1571,401282656,2021,6,regular,2021-10-09,Virginia Tech,ACC,29,Notre Dame,FBS Independents,32,Virginia Tech -1,-1.0,3,-4.0,1.0,-3,4.0,Notre Dame,4.0
984,401282718,2021,6,regular,2021-10-09,Illinois,Big Ten,0,Wisconsin,Big Ten,24,Wisconsin -12,12.0,24,-12.0,-12.0,-24,12.0,Wisconsin,12.0
964,401282758,2021,6,regular,2021-10-09,Iowa,Big Ten,23,Penn State,Big Ten,20,Iowa -2.5,-2.5,-3,0.5,2.5,3,-0.5,Iowa,0.5
968,401282769,2021,6,regular,2021-10-09,Ohio State,Big Ten,66,Maryland,Big Ten,17,Ohio State -21.5,-21.5,-49,27.5,21.5,49,-27.5,Ohio State,27.5
972,401282778,2021,6,regular,2021-10-09,Nebraska,Big Ten,29,Michigan,Big Ten,32,Michigan -2.5,2.5,3,-0.5,-2.5,-3,0.5,Michigan,0.5
975,401282788,2021,6,regular,2021-10-09,Rutgers,Big Ten,13,Michigan State,Big Ten,31,Michigan State -4,4.0,18,-14.0,-4.0,-18,14.0,Michigan State,14.0
988,401286191,2021,6,regular,2021-10-09,UMass,FBS Independents,27,Connecticut,FBS Independents,13,Connecticut -3,3.0,-14,17.0,-3.0,14,-17.0,UMass,17.0
979,401287917,2021,6,regular,2021-10-09,Baylor,Big 12,45,West Virginia,Big 12,20,Baylor -1,-1.0,-25,24.0,1.0,25,-24.0,Baylor,24.0
2486,401287918,2021,6,regular,2021-10-09,Texas,Big 12,48,Oklahoma,Big 12,55,Oklahoma -4,4.0,7,-3.0,-4.0,-7,3.0,Oklahoma,3.0
2422,401287919,2021,6,regular,2021-10-09,Texas Tech,Big 12,31,TCU,Big 12,52,TCU -2.5,2.5,21,-18.5,-2.5,-21,18.5,TCU,18.5
2418,401301019,2021,6,regular,2021-10-09,UCF,American Athletic,20,East Carolina,American Athletic,16,UCF -10,-10.0,-4,-6.0,10.0,4,6.0,East Carolina,6.0
463,401301021,2021,6,regular,2021-10-09,Navy,American Athletic,24,SMU,American Athletic,31,SMU -13.5,13.5,7,6.5,-13.5,-7,-6.5,Navy,6.5
471,401308836,2021,6,regular,2021-10-09,Eastern Michigan,Mid-American,13,Miami (OH),Mid-American,12,Miami (OH) -2.5,2.5,-1,3.5,-2.5,1,-3.5,Eastern Michigan,3.5
2414,401309563,2021,6,regular,2021-10-09,Western Michigan,Mid-American,20,Ball State,Mid-American,45,Western Michigan -12.5,-12.5,25,-37.5,12.5,-25,37.5,Ball State,37.5
24,401309564,2021,6,regular,2021-10-09,Toledo,Mid-American,20,Northern Illinois,Mid-American,22,Toledo -13,-13.0,2,-15.0,13.0,-2,15.0,Northern Illinois,15.0
44,401309565,2021,6,regular,2021-10-09,Kent State,Mid-American,48,Buffalo,Mid-American,38,Kent State -7,-7.0,-10,3.0,7.0,10,-3.0,Kent State,3.0
28,401309566,2021,6,regular,2021-10-09,Bowling Green,Mid-American,20,Akron,Mid-American,35,Bowling Green -14,-14.0,15,-29.0,14.0,-15,29.0,Akron,29.0
32,401309567,2021,6,regular,2021-10-09,Ohio,Mid-American,27,Central Michigan,Mid-American,30,Central Michigan -5,5.0,3,2.0,-5.0,-3,-2.0,Ohio,2.0
48,401309617,2021,6,regular,2021-10-09,Troy,Sun Belt,27,Georgia Southern,Sun Belt,24,Troy -5.5,-5.5,-3,-2.5,5.5,3,2.5,Georgia Southern,2.5
52,401309619,2021,6,regular,2021-10-09,Texas State,Sun Belt,33,South Alabama,Sun Belt,31,South Alabama -4,4.0,-2,6.0,-4.0,2,-6.0,Texas State,6.0
1555,401309868,2021,6,regular,2021-10-09,Arizona State,Pac-12,28,Stanford,Pac-12,10,Arizona State -13.5,-13.5,-18,4.5,13.5,18,-4.5,Arizona State,4.5
40,401309869,2021,6,regular,2021-10-09,Washington State,Pac-12,31,Oregon State,Pac-12,24,Oregon State -4,4.0,-7,11.0,-4.0,7,-11.0,Washington State,11.0
20,401309913,2021,6,regular,2021-10-09,BYU,FBS Independents,17,Boise State,Mountain West,26,BYU -6,-6.0,9,-15.0,6.0,-9,15.0,Boise State,15.0
56,401310714,2021,6,regular,2021-10-09,Air Force,Mountain West,24,Wyoming,Mountain West,14,Air Force -5.5,-5.5,-10,4.5,5.5,10,-4.5,Air Force,4.5
36,401310715,2021,6,regular,2021-10-09,Colorado State,Mountain West,32,San José State,Mountain West,14,Colorado State -3.5,-3.5,-18,14.5,3.5,18,-14.5,Colorado State,14.5
1559,401282103,2021,6,regular,2021-10-10,Texas A&M,SEC,41,Alabama,SEC,38,Alabama -18.5,18.5,-3,21.5,-18.5,3,-21.5,Texas A&M,21.5
2426,401301020,2021,6,regular,2021-10-10,Tulsa,American Athletic,35,Memphis,American Athletic,29,Tulsa -3,-3.0,-6,3.0,3.0,6,-3.0,Tulsa,3.0
60,401309618,2021,6,regular,2021-10-10,Louisiana Monroe,Sun Belt,21,Georgia State,Sun Belt,55,Georgia State -16,16.0,34,-18.0,-16.0,-34,18.0,Georgia State,18.0
64,401309870,2021,6,regular,2021-10-10,Arizona,Pac-12,16,UCLA,Pac-12,34,UCLA -16,16.0,18,-2.0,-16.0,-18,2.0,UCLA,2.0
148,401309871,2021,6,regular,2021-10-10,USC,Pac-12,26,Utah,Pac-12,42,USC -3,-3.0,16,-19.0,3.0,-16,19.0,Utah,19.0
467,401310716,2021,6,regular,2021-10-10,San Diego State,Mountain West,31,New Mexico,Mountain West,7,San Diego State -19.5,-19.5,-24,4.5,19.5,24,-4.5,San Diego State,4.5
2430,401310717,2021,6,regular,2021-10-10,Nevada,Mountain West,55,New Mexico State,FBS Independents,28,Nevada -28.5,-28.5,-27,-1.5,28.5,27,1.5,New Mexico State,1.5
2434,401309620,2021,7,regular,2021-10-12,Louisiana,Sun Belt,41,Appalachian State,Sun Belt,13,Appalachian State -4,4.0,-28,32.0,-4.0,28,-32.0,Louisiana,32.0
296,401301022,2021,7,regular,2021-10-14,Memphis,American Athletic,35,Navy,American Athletic,17,Memphis -11,-11.0,-18,7.0,11.0,18,-7.0,Memphis,7.0
300,401309621,2021,7,regular,2021-10-14,South Alabama,Sun Belt,41,Georgia Southern,Sun Belt,14,South Alabama -2.5,-2.5,-27,24.5,2.5,27,-24.5,South Alabama,24.5
2181,401282231,2021,7,regular,2021-10-15,North Texas,Conference USA,21,Marshall,Conference USA,49,Marshall -11,11.0,28,-17.0,-11.0,-28,17.0,Marshall,17.0
304,401282657,2021,7,regular,2021-10-15,Syracuse,ACC,14,Clemson,ACC,17,Clemson -13.5,13.5,3,10.5,-13.5,-3,-10.5,Syracuse,10.5
2204,401282104,2021,7,regular,2021-10-16,Arkansas,SEC,23,Auburn,SEC,38,Arkansas -4.5,-4.5,15,-19.5,4.5,-15,19.5,Auburn,19.5
2185,401282105,2021,7,regular,2021-10-16,Georgia,SEC,30,Kentucky,SEC,13,Georgia -21.5,-21.5,-17,-4.5,21.5,17,4.5,Kentucky,4.5
2209,401282106,2021,7,regular,2021-10-16,LSU,SEC,49,Florida,SEC,42,Florida -12.5,12.5,-7,19.5,-12.5,7,-19.5,LSU,19.5
2193,401282107,2021,7,regular,2021-10-16,Mississippi State,SEC,9,Alabama,SEC,49,Alabama -17.5,17.5,40,-22.5,-17.5,-40,22.5,Alabama,22.5
2951,401282108,2021,7,regular,2021-10-16,Missouri,SEC,14,Texas A&M,SEC,35,Texas A&M -11.5,11.5,21,-9.5,-11.5,-21,9.5,Texas A&M,9.5
2987,401282109,2021,7,regular,2021-10-16,South Carolina,SEC,21,Vanderbilt,SEC,20,South Carolina -18.5,-18.5,-1,-17.5,18.5,1,17.5,Vanderbilt,17.5
2201,401282110,2021,7,regular,2021-10-16,Tennessee,SEC,26,Ole Miss,SEC,31,Ole Miss -1,1.0,5,-4.0,-1.0,-5,4.0,Ole Miss,4.0
2971,401282232,2021,7,regular,2021-10-16,Old Dominion,Conference USA,20,Western Kentucky,Conference USA,43,Western Kentucky -13.5,13.5,23,-9.5,-13.5,-23,9.5,Western Kentucky,9.5
2991,401282233,2021,7,regular,2021-10-16,UT San Antonio,Conference USA,45,Rice,Conference USA,0,UT San Antonio -17,-17.0,-45,28.0,17.0,45,-28.0,UT San Antonio,28.0
2975,401282234,2021,7,regular,2021-10-16,Southern Mississippi,Conference USA,0,UAB,Conference USA,34,UAB -17,17.0,34,-17.0,-17.0,-34,17.0,UAB,17.0
2955,401282658,2021,7,regular,2021-10-16,Boston College,ACC,7,NC State,ACC,33,NC State -3,3.0,26,-23.0,-3.0,-26,23.0,NC State,23.0
2979,401282659,2021,7,regular,2021-10-16,North Carolina,ACC,45,Miami,ACC,42,North Carolina -7.5,-7.5,-3,-4.5,7.5,3,4.5,Miami,4.5
2967,401282660,2021,7,regular,2021-10-16,Virginia,ACC,48,Duke,ACC,0,Virginia -10.5,-10.5,-48,37.5,10.5,48,-37.5,Virginia,37.5
2983,401282661,2021,7,regular,2021-10-16,Virginia Tech,ACC,7,Pittsburgh,ACC,28,Pittsburgh -6.5,6.5,21,-14.5,-6.5,-21,14.5,Pittsburgh,14.5
2197,401282731,2021,7,regular,2021-10-16,Indiana,Big Ten,15,Michigan State,Big Ten,20,Michigan State -3.5,3.5,5,-1.5,-3.5,-5,1.5,Michigan State,1.5
2189,401282760,2021,7,regular,2021-10-16,Iowa,Big Ten,7,Purdue,Big Ten,24,Iowa -11.5,-11.5,17,-28.5,11.5,-17,28.5,Purdue,28.5
2959,401282796,2021,7,regular,2021-10-16,Minnesota,Big Ten,30,Nebraska,Big Ten,23,Nebraska -4.5,4.5,-7,11.5,-4.5,7,-11.5,Minnesota,11.5
2963,401282807,2021,7,regular,2021-10-16,Northwestern,Big Ten,21,Rutgers,Big Ten,7,Rutgers -2.5,2.5,-14,16.5,-2.5,14,-16.5,Northwestern,16.5
324,401286192,2021,7,regular,2021-10-16,Connecticut,FBS Independents,21,Yale,Ivy,15,Yale -3.5,3.5,-6,9.5,-3.5,6,-9.5,Connecticut,9.5
343,401286296,2021,7,regular,2021-10-16,Louisiana Monroe,Sun Belt,31,Liberty,FBS Independents,28,Liberty -32.5,32.5,-3,35.5,-32.5,3,-35.5,Louisiana Monroe,35.5
320,401287920,2021,7,regular,2021-10-16,Baylor,Big 12,38,BYU,FBS Independents,24,Baylor -5.5,-5.5,-14,8.5,5.5,14,-8.5,Baylor,8.5
339,401287921,2021,7,regular,2021-10-16,Kansas,Big 12,14,Texas Tech,Big 12,41,Texas Tech -18.5,18.5,27,-8.5,-18.5,-27,8.5,Texas Tech,8.5
2330,401287922,2021,7,regular,2021-10-16,Kansas State,Big 12,20,Iowa State,Big 12,33,Iowa State -6.5,6.5,13,-6.5,-6.5,-13,6.5,Iowa State,6.5
312,401287923,2021,7,regular,2021-10-16,Oklahoma,Big 12,52,TCU,Big 12,31,Oklahoma -12.5,-12.5,-21,8.5,12.5,21,-8.5,Oklahoma,8.5
316,401287924,2021,7,regular,2021-10-16,Texas,Big 12,24,Oklahoma State,Big 12,32,Texas -3.5,-3.5,8,-11.5,3.5,-8,11.5,Oklahoma State,11.5
308,401301023,2021,7,regular,2021-10-16,Cincinnati,American Athletic,56,UCF,American Athletic,21,Cincinnati -21.5,-21.5,-35,13.5,21.5,35,-13.5,Cincinnati,13.5
327,401301024,2021,7,regular,2021-10-16,South Florida,American Athletic,31,Tulsa,American Athletic,32,Tulsa -7,7.0,1,6.0,-7.0,-1,-6.0,South Florida,6.0
334,401308837,2021,7,regular,2021-10-16,Miami (OH),Mid-American,34,Akron,Mid-American,21,Miami (OH) -20,-20.0,-13,-7.0,20.0,13,7.0,Akron,7.0
331,401309568,2021,7,regular,2021-10-16,Eastern Michigan,Mid-American,31,Ball State,Mid-American,38,Ball State -1,1.0,7,-6.0,-1.0,-7,6.0,Ball State,6.0
80,401309569,2021,7,regular,2021-10-16,Central Michigan,Mid-American,26,Toledo,Mid-American,23,Toledo -5,5.0,-3,8.0,-5.0,3,-8.0,Central Michigan,8.0
84,401309570,2021,7,regular,2021-10-16,Northern Illinois,Mid-American,34,Bowling Green,Mid-American,26,Northern Illinois -9,-9.0,-8,-1.0,9.0,8,1.0,Bowling Green,1.0
76,401309571,2021,7,regular,2021-10-16,Buffalo,Mid-American,27,Ohio,Mid-American,26,Buffalo -7.5,-7.5,-1,-6.5,7.5,1,6.5,Ohio,6.5
88,401309572,2021,7,regular,2021-10-16,Western Michigan,Mid-American,64,Kent State,Mid-American,31,Western Michigan -7,-7.0,-33,26.0,7.0,33,-26.0,Western Michigan,26.0
1431,401309622,2021,7,regular,2021-10-16,Texas State,Sun Belt,28,Troy,Sun Belt,31,Troy -7.5,7.5,3,4.5,-7.5,-3,-4.5,Texas State,4.5
2177,401309872,2021,7,regular,2021-10-16,Oregon,Pac-12,24,California,Pac-12,17,Oregon -13.5,-13.5,-7,-6.5,13.5,7,6.5,California,6.5
108,401309873,2021,7,regular,2021-10-16,Washington State,Pac-12,34,Stanford,Pac-12,31,Washington State -1,-1.0,-3,2.0,1.0,3,-2.0,Washington State,2.0
91,401309875,2021,7,regular,2021-10-16,Colorado,Pac-12,34,Arizona,Pac-12,0,Colorado -6,-6.0,-34,28.0,6.0,34,-28.0,Colorado,28.0
100,401310719,2021,7,regular,2021-10-16,New Mexico,Mountain West,7,Colorado State,Mountain West,36,Colorado State -13,13.0,29,-16.0,-13.0,-29,16.0,Colorado State,16.0
104,401310720,2021,7,regular,2021-10-16,UNLV,Mountain West,24,Utah State,Mountain West,28,Utah State -7,7.0,4,3.0,-7.0,-4,-3.0,UNLV,3.0
96,401310721,2021,7,regular,2021-10-16,Wyoming,Mountain West,0,Fresno State,Mountain West,17,Fresno State -3,3.0,17,-14.0,-3.0,-17,14.0,Fresno State,14.0
68,401310723,2021,7,regular,2021-10-16,San José State,Mountain West,13,San Diego State,Mountain West,19,San Diego State -9.5,9.5,6,3.5,-9.5,-6,-3.5,San José State,3.5
2995,401282230,2021,7,regular,2021-10-17,UTEP,Conference USA,19,Louisiana Tech,Conference USA,3,Louisiana Tech -6.5,6.5,-16,22.5,-6.5,16,-22.5,UTEP,22.5
2334,401282826,2021,7,regular,2021-10-17,Wisconsin,Big Ten,20,Army,FBS Independents,14,Wisconsin -14,-14.0,-6,-8.0,14.0,6,8.0,Army,8.0
112,401309874,2021,7,regular,2021-10-17,Washington,Pac-12,17,UCLA,Pac-12,24,Washington -1.5,-1.5,7,-8.5,1.5,-7,8.5,UCLA,8.5
72,401309876,2021,7,regular,2021-10-17,Utah,Pac-12,35,Arizona State,Pac-12,21,Utah -1.5,-1.5,-14,12.5,1.5,14,-12.5,Utah,12.5
116,401310718,2021,7,regular,2021-10-17,Boise State,Mountain West,17,Air Force,Mountain West,24,Boise State -3,-3.0,7,-10.0,3.0,-7,10.0,Air Force,10.0
120,401310722,2021,7,regular,2021-10-17,Nevada,Mountain West,34,Hawai'i,Mountain West,17,Nevada -14,-14.0,-17,3.0,14.0,17,-3.0,Nevada,3.0
124,401309623,2021,8,regular,2021-10-20,Appalachian State,Sun Belt,30,Coastal Carolina,Sun Belt,27,Coastal Carolina -4.5,4.5,-3,7.5,-4.5,3,-7.5,Appalachian State,7.5
411,401282235,2021,8,regular,2021-10-21,Charlotte,Conference USA,9,Florida Atlantic,Conference USA,38,Florida Atlantic -6.5,6.5,29,-22.5,-6.5,-29,22.5,Florida Atlantic,22.5
128,401301025,2021,8,regular,2021-10-21,SMU,American Athletic,55,Tulane,American Athletic,26,SMU -14,-14.0,-29,15.0,14.0,29,-15.0,SMU,15.0
