,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error
3435,401404056,2022,1,regular,2022-09-03,Kansas State,Big 12,34.0,South Dakota,MVFC,0.0,Kansas State -27,-27.0,-34.0,7.0,27.0,34.0,-7.0,Kansas State,7.0
4844,401404057,2022,1,regular,2022-09-03,Iowa State,Big 12,42.0,Southeast Missouri State,OVC,10.0,Iowa State -33.5,-33.5,-32.0,-1.5,33.5,32.0,1.5,Southeast Missouri State,1.5
3798,401404124,2022,1,regular,2022-09-03,Ohio State,Big Ten,21.0,Notre Dame,FBS Independents,10.0,Ohio State -17,-17.0,-11.0,-6.0,17.0,11.0,6.0,Notre Dame,6.0
3802,401404134,2022,1,regular,2022-09-03,Coastal Carolina,Sun Belt,38.0,Army,FBS Independents,28.0,Coastal Carolina -1.5,-1.5,-10.0,8.5,1.5,10.0,-8.5,Coastal Carolina,8.5
3445,401404147,2022,1,regular,2022-09-03,Connecticut,FBS Independents,28.0,Central Connecticut,NEC,3.0,Connecticut -20.5,-20.5,-25.0,4.5,20.5,25.0,-4.5,Connecticut,4.5
3806,401404157,2022,1,regular,2022-09-03,Southern Mississippi,Sun Belt,27.0,Liberty,FBS Independents,29.0,Liberty -3.5,3.5,2.0,1.5,-3.5,-2.0,-1.5,Southern Mississippi,1.5
3605,401405061,2022,1,regular,2022-09-03,Indiana,Big Ten,23.0,Illinois,Big Ten,20.0,Indiana -1,-1.0,-3.0,2.0,1.0,3.0,-2.0,Indiana,2.0
4060,401405062,2022,1,regular,2022-09-03,Iowa,Big Ten,7.0,South Dakota State,MVFC,3.0,Iowa -10.5,-10.5,-4.0,-6.5,10.5,4.0,6.5,South Dakota State,6.5
4074,401405063,2022,1,regular,2022-09-03,Nebraska,Big Ten,38.0,North Dakota,MVFC,17.0,Nebraska -28.5,-28.5,-21.0,-7.5,28.5,21.0,7.5,North Dakota,7.5
1994,401405065,2022,1,regular,2022-09-03,Wisconsin,Big Ten,38.0,Illinois State,MVFC,0.0,Wisconsin -36.5,-36.5,-38.0,1.5,36.5,38.0,-1.5,Wisconsin,1.5
4833,401405066,2022,1,regular,2022-09-03,Maryland,Big Ten,31.0,Buffalo,Mid-American,10.0,Maryland -24,-24.0,-21.0,-3.0,24.0,21.0,3.0,Buffalo,3.0
4841,401405067,2022,1,regular,2022-09-03,Michigan,Big Ten,51.0,Colorado State,Mountain West,7.0,Michigan -31,-31.0,-44.0,13.0,31.0,44.0,-13.0,Michigan,13.0
4854,401405069,2022,1,regular,2022-09-03,Boston College,ACC,21.0,Rutgers,Big Ten,22.0,Boston College -9,-9.0,1.0,-10.0,9.0,-1.0,10.0,Rutgers,10.0
4873,401411095,2022,1,regular,2022-09-03,Appalachian State,Sun Belt,61.0,North Carolina,ACC,63.0,Appalachian State -3,-3.0,2.0,-5.0,3.0,-2.0,5.0,North Carolina,5.0
3810,401411096,2022,1,regular,2022-09-03,East Carolina,American Athletic,20.0,NC State,ACC,21.0,NC State -12.5,12.5,1.0,11.5,-12.5,-1.0,-11.5,East Carolina,11.5
3406,401411097,2022,1,regular,2022-09-03,Miami,ACC,70.0,Bethune-Cookman,SWAC,13.0,Miami -49.5,-49.5,-57.0,7.5,49.5,57.0,-7.5,Miami,7.5
4876,401411100,2022,1,regular,2022-09-03,Virginia,ACC,34.0,Richmond,CAA,17.0,Virginia -21.5,-21.5,-17.0,-4.5,21.5,17.0,4.5,Richmond,4.5
349,401413203,2022,1,regular,2022-09-03,Chattanooga,Southern,31.0,Wofford,Southern,0.0,Chattanooga -18.5,-18.5,-31.0,12.5,18.5,31.0,-12.5,Chattanooga,12.5
3935,401413333,2022,1,regular,2022-09-03,Montana,Big Sky,47.0,Northwestern State,Southland,0.0,Montana -33.5,-33.5,-47.0,13.5,33.5,47.0,-13.5,Montana,13.5
3814,401414778,2022,1,regular,2022-09-03,Tulane,American Athletic,42.0,UMass,FBS Independents,10.0,Tulane -28.5,-28.5,-32.0,3.5,28.5,32.0,-3.5,Tulane,3.5
3409,401415015,2022,1,regular,2022-09-03,Marshall,Sun Belt,55.0,Norfolk State,MEAC,3.0,Marshall -40.5,-40.5,-52.0,11.5,40.5,52.0,-11.5,Marshall,11.5
3439,401415209,2022,1,regular,2022-09-03,Air Force,Mountain West,48.0,Northern Iowa,MVFC,17.0,Air Force -14.5,-14.5,-31.0,16.5,14.5,31.0,-16.5,Air Force,16.5
4928,401415211,2022,1,regular,2022-09-03,Wyoming,Mountain West,40.0,Tulsa,American Athletic,37.0,Tulsa -6.5,6.5,-3.0,9.5,-6.5,3.0,-9.5,Wyoming,9.5
1499,401415212,2022,1,regular,2022-09-03,Nevada,Mountain West,38.0,Texas State,Sun Belt,14.0,Texas State -2,2.0,-24.0,26.0,-2.0,24.0,-26.0,Nevada,26.0
4064,401415611,2022,1,regular,2022-09-03,Navy,American Athletic,7.0,Delaware,CAA,14.0,Navy -13,-13.0,7.0,-20.0,13.0,-7.0,20.0,Delaware,20.0
1503,401415612,2022,1,regular,2022-09-03,South Florida,American Athletic,21.0,BYU,FBS Independents,50.0,BYU -11.5,11.5,29.0,-17.5,-11.5,-29.0,17.5,BYU,17.5
353,401418609,2022,1,regular,2022-09-03,Austin Peay,Atlantic Sun,63.0,Presbyterian College,Pioneer,0.0,Austin Peay -36,-36.0,-63.0,27.0,36.0,63.0,-27.0,Austin Peay,27.0
3426,401420777,2022,1,regular,2022-09-03,Georgia Southern,Sun Belt,59.0,Morgan State,MEAC,7.0,Georgia Southern -39.5,-39.5,-52.0,12.5,39.5,52.0,-12.5,Georgia Southern,12.5
1683,401420797,2022,1,regular,2022-09-03,North Carolina Central,MEAC,28.0,North Carolina A&T,Big South,13.0,North Carolina Central -11.5,-11.5,-15.0,3.5,11.5,15.0,-3.5,North Carolina Central,3.5
345,401420822,2022,1,regular,2022-09-03,Youngstown State,MVFC,31.0,Duquesne,NEC,14.0,Youngstown State -16.5,-16.5,-17.0,0.5,16.5,17.0,-0.5,Youngstown State,0.5
347,401420836,2022,1,regular,2022-09-03,North Dakota State,MVFC,56.0,Drake,Pioneer,14.0,North Dakota State -48,-48.0,-42.0,-6.0,48.0,42.0,6.0,Drake,6.0
355,401420846,2022,1,regular,2022-09-03,Incarnate Word,Southland,64.0,Southern Illinois,MVFC,29.0,Southern Illinois -4.5,4.5,-35.0,39.5,-4.5,35.0,-39.5,Incarnate Word,39.5
3919,401420873,2022,1,regular,2022-09-03,Alcorn State,SWAC,27.0,Stephen F. Austin,Western Athletic,31.0,Stephen F. Austin -15,15.0,4.0,11.0,-15.0,-4.0,-11.0,Alcorn State,11.0
3415,401421116,2022,1,regular,2022-09-03,South Alabama,Sun Belt,48.0,Nicholls,Southland,7.0,South Alabama -13.5,-13.5,-41.0,27.5,13.5,41.0,-27.5,South Alabama,27.5
3389,401421121,2022,1,regular,2022-09-03,Louisiana,Sun Belt,24.0,Southeastern Louisiana,Southland,7.0,Louisiana -13.5,-13.5,-17.0,3.5,13.5,17.0,-3.5,Louisiana,3.5
339,401422975,2022,1,regular,2022-09-03,Charleston Southern,Big South,38.0,Western Carolina,Southern,52.0,Western Carolina -3,3.0,14.0,-11.0,-3.0,-14.0,11.0,Western Carolina,11.0
3948,401422978,2022,1,regular,2022-09-03,Bucknell,Patriot,13.0,Towson,CAA,14.0,Towson -18,18.0,1.0,17.0,-18.0,-1.0,-17.0,Bucknell,17.0
342,401422987,2022,1,regular,2022-09-03,Lafayette,Patriot,6.0,Sacred Heart,NEC,0.0,Sacred Heart -6.5,6.5,-6.0,12.5,-6.5,6.0,-12.5,Lafayette,12.5
3956,401423918,2022,1,regular,2022-09-03,Prairie View,SWAC,40.0,Texas Southern,SWAC,23.0,Prairie View -11,-11.0,-17.0,6.0,11.0,17.0,-6.0,Prairie View,6.0
3392,401424416,2022,1,regular,2022-09-03,Baylor,Big 12,69.0,Albany,CAA,10.0,Baylor -42.5,-42.5,-59.0,16.5,42.5,59.0,-16.5,Baylor,16.5
351,401424417,2022,1,regular,2022-09-03,Hampton,CAA,31.0,Howard,MEAC,28.0,Hampton -9,-9.0,-3.0,-6.0,9.0,3.0,6.0,Howard,6.0
3395,401425418,2022,1,regular,2022-09-03,Arkansas State,Sun Belt,58.0,Grambling,SWAC,3.0,Arkansas State -25.5,-25.5,-55.0,29.5,25.5,55.0,-29.5,Arkansas State,29.5
4897,401426536,2022,1,regular,2022-09-03,Ohio,Mid-American,41.0,Florida Atlantic,Conference USA,38.0,Florida Atlantic -6,6.0,-3.0,9.0,-6.0,3.0,-9.0,Ohio,9.0
4858,401426538,2022,1,regular,2022-09-03,James Madison,Sun Belt,44.0,Middle Tennessee,Conference USA,7.0,James Madison -4.5,-4.5,-37.0,32.5,4.5,37.0,-32.5,James Madison,32.5
3850,401426539,2022,1,regular,2022-09-03,North Texas,Conference USA,10.0,SMU,American Athletic,48.0,SMU -9.5,9.5,38.0,-28.5,-9.5,-38.0,28.5,SMU,28.5
4932,401426540,2022,1,regular,2022-09-03,USC,Pac-12,66.0,Rice,Conference USA,14.0,USC -32.5,-32.5,-52.0,19.5,32.5,52.0,-19.5,USC,19.5
4892,401426541,2022,1,regular,2022-09-03,Oklahoma,Big 12,45.0,UTEP,Conference USA,13.0,Oklahoma -31,-31.0,-32.0,1.0,31.0,32.0,-1.0,Oklahoma,1.0
3750,401426542,2022,1,regular,2022-09-03,UT San Antonio,Conference USA,35.0,Houston,American Athletic,37.0,Houston -3.5,3.5,2.0,1.5,-3.5,-2.0,-1.5,UT San Antonio,1.5
4088,401403969,2022,1,regular,2022-09-04,Oregon State,Pac-12,34.0,Boise State,Mountain West,17.0,Oregon State -1.5,-1.5,-17.0,15.5,1.5,17.0,-15.5,Oregon State,15.5
3398,401403970,2022,1,regular,2022-09-04,Stanford,Pac-12,41.0,Colgate,Patriot,10.0,Stanford -40,-40.0,-31.0,-9.0,40.0,31.0,9.0,Colgate,9.0
4829,401403973,2022,1,regular,2022-09-04,Washington,Pac-12,45.0,Kent State,Mid-American,20.0,Washington -23.5,-23.5,-25.0,1.5,23.5,25.0,-1.5,Washington,1.5
3404,401403974,2022,1,regular,2022-09-04,Washington State,Pac-12,24.0,Idaho,Big Sky,17.0,Washington State -28.5,-28.5,-7.0,-21.5,28.5,7.0,21.5,Idaho,21.5
3401,401404055,2022,1,regular,2022-09-04,Texas Tech,Big 12,63.0,Murray State,OVC,10.0,Texas Tech -38,-38.0,-53.0,15.0,38.0,53.0,-15.0,Texas Tech,15.0
1343,401404059,2022,1,regular,2022-09-04,Texas,Big 12,52.0,Louisiana Monroe,Sun Belt,10.0,Texas -37.5,-37.5,-42.0,4.5,37.5,42.0,-4.5,Texas,4.5
3442,401415210,2022,1,regular,2022-09-04,New Mexico,Mountain West,41.0,Maine,CAA,0.0,New Mexico -6,-6.0,-41.0,35.0,6.0,41.0,-35.0,New Mexico,35.0
3754,401426543,2022,1,regular,2022-09-04,Hawai'i,Mountain West,17.0,Western Kentucky,Conference USA,49.0,Western Kentucky -16.5,16.5,32.0,-15.5,-16.5,-32.0,15.5,Western Kentucky,15.5
2,401411101,2022,1,regular,2022-09-06,Georgia Tech,ACC,10.0,Clemson,ACC,41.0,Clemson -24.5,24.5,31.0,-6.5,-24.5,-31.0,6.5,Clemson,6.5
1347,401415613,2022,2,regular,2022-09-09,UCF,American Athletic,14.0,Louisville,ACC,20.0,UCF -5.5,-5.5,6.0,-11.5,5.5,-6.0,11.5,Louisville,11.5
1355,401403868,2022,2,regular,2022-09-10,Texas,Big 12,19.0,Alabama,SEC,20.0,Alabama -21,21.0,1.0,20.0,-21.0,-1.0,-20.0,Texas,20.0
2934,401403869,2022,2,regular,2022-09-10,Arkansas,SEC,44.0,South Carolina,SEC,30.0,Arkansas -8.5,-8.5,-14.0,5.5,8.5,14.0,-5.5,Arkansas,5.5
1569,401403870,2022,2,regular,2022-09-10,Auburn,SEC,24.0,San José State,Mountain West,16.0,Auburn -24,-24.0,-8.0,-16.0,24.0,8.0,16.0,San José State,16.0
1573,401403871,2022,2,regular,2022-09-10,Florida,SEC,16.0,Kentucky,SEC,26.0,Florida -6,-6.0,10.0,-16.0,6.0,-10.0,16.0,Kentucky,16.0
2956,401403872,2022,2,regular,2022-09-10,Georgia,SEC,33.0,Samford,Southern,0.0,Georgia -53,-53.0,-33.0,-20.0,53.0,33.0,20.0,Samford,20.0
2727,401403873,2022,2,regular,2022-09-10,LSU,SEC,65.0,Southern,SWAC,17.0,LSU -44.5,-44.5,-48.0,3.5,44.5,48.0,-3.5,LSU,3.5
2597,401403874,2022,2,regular,2022-09-10,Ole Miss,SEC,59.0,Central Arkansas,Atlantic Sun,3.0,Ole Miss -36.5,-36.5,-56.0,19.5,36.5,56.0,-19.5,Ole Miss,19.5
1581,401403876,2022,2,regular,2022-09-10,Kansas State,Big 12,40.0,Missouri,SEC,12.0,Kansas State -7.5,-7.5,-28.0,20.5,7.5,28.0,-20.5,Kansas State,20.5
1585,401403877,2022,2,regular,2022-09-10,Pittsburgh,ACC,27.0,Tennessee,SEC,34.0,Tennessee -6,6.0,7.0,-1.0,-6.0,-7.0,1.0,Tennessee,1.0
1589,401403878,2022,2,regular,2022-09-10,Texas A&M,SEC,14.0,Appalachian State,Sun Belt,17.0,Texas A&M -18,-18.0,3.0,-21.0,18.0,-3.0,21.0,Appalachian State,21.0
1593,401403879,2022,2,regular,2022-09-10,Vanderbilt,SEC,25.0,Wake Forest,ACC,45.0,Wake Forest -13.5,13.5,20.0,-6.5,-13.5,-20.0,6.5,Wake Forest,6.5
1597,401403975,2022,2,regular,2022-09-10,Oklahoma State,Big 12,34.0,Arizona State,Pac-12,17.0,Oklahoma State -11.5,-11.5,-17.0,5.5,11.5,17.0,-5.5,Oklahoma State,5.5
1507,401403976,2022,2,regular,2022-09-10,California,Pac-12,20.0,UNLV,Mountain West,14.0,California -12.5,-12.5,-6.0,-6.5,12.5,6.0,6.5,UNLV,6.5
1511,401403977,2022,2,regular,2022-09-10,Air Force,Mountain West,41.0,Colorado,Pac-12,10.0,Air Force -17.5,-17.5,-31.0,13.5,17.5,31.0,-13.5,Air Force,13.5
1519,401403980,2022,2,regular,2022-09-10,Stanford,Pac-12,28.0,USC,Pac-12,41.0,USC -9.5,9.5,13.0,-3.5,-9.5,-13.0,3.5,USC,3.5
2958,401403981,2022,2,regular,2022-09-10,UCLA,Pac-12,45.0,Alabama State,SWAC,7.0,UCLA -48.5,-48.5,-38.0,-10.5,48.5,38.0,10.5,Alabama State,10.5
2729,401403982,2022,2,regular,2022-09-10,Utah,Pac-12,73.0,Southern Utah,Western Athletic,7.0,Utah -45.5,-45.5,-66.0,20.5,45.5,66.0,-20.5,Utah,20.5
2731,401403983,2022,2,regular,2022-09-10,Washington,Pac-12,52.0,Portland State,Big Sky,6.0,Washington -31,-31.0,-46.0,15.0,31.0,46.0,-15.0,Washington,15.0
1523,401403984,2022,2,regular,2022-09-10,Wisconsin,Big Ten,14.0,Washington State,Pac-12,17.0,Wisconsin -17.5,-17.5,3.0,-20.5,17.5,-3.0,20.5,Washington State,20.5
1531,401404063,2022,2,regular,2022-09-10,Texas Tech,Big 12,33.0,Houston,American Athletic,30.0,Texas Tech -4,-4.0,-3.0,-1.0,4.0,3.0,1.0,Houston,1.0
3818,401404064,2022,2,regular,2022-09-10,Iowa,Big Ten,7.0,Iowa State,Big 12,10.0,Iowa -3.5,-3.5,3.0,-6.5,3.5,-3.0,6.5,Iowa State,6.5
