,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error
3869,401112145,2019,1,regular,2019-08-31,Illinois,Big Ten,42.0,Akron,Mid-American,3.0,Illinois -18,-18.0,-39.0,21.0,18.0,39.0,-21.0,Illinois,21.0
3873,401112157,2019,1,regular,2019-08-31,Ball State,Mid-American,24.0,Indiana,Big Ten,34.0,Indiana -18,18.0,10.0,8.0,-18.0,-10.0,-8.0,Ball State,8.0
3814,401112191,2019,1,regular,2019-08-31,Iowa,Big Ten,38.0,Miami (OH),Mid-American,14.0,Iowa -25,-25.0,-24.0,-1.0,25.0,24.0,1.0,Miami (OH),1.0
1867,401112201,2019,1,regular,2019-08-31,Maryland,Big Ten,79.0,Howard,MEAC,0.0,Maryland -29,-29.0,-79.0,50.0,29.0,79.0,-50.0,Maryland,50.0
3385,401112222,2019,1,regular,2019-08-31,Michigan,Big Ten,40.0,Middle Tennessee,Conference USA,21.0,Michigan -36,-36.0,-19.0,-17.0,36.0,19.0,17.0,Middle Tennessee,17.0
3857,401112238,2019,1,regular,2019-08-31,Nebraska,Big Ten,35.0,South Alabama,Sun Belt,21.0,Nebraska -35.5,-35.5,-14.0,-21.5,35.5,14.0,21.5,South Alabama,21.5
355,401112245,2019,1,regular,2019-08-31,Stanford,Pac-12,17.0,Northwestern,Big Ten,7.0,Stanford -6.5,-6.5,-10.0,3.5,6.5,10.0,-3.5,Stanford,3.5
3853,401112251,2019,1,regular,2019-08-31,Ohio State,Big Ten,45.0,Florida Atlantic,Conference USA,21.0,Ohio State -28,-28.0,-24.0,-4.0,28.0,24.0,4.0,Florida Atlantic,4.0
3841,401112262,2019,1,regular,2019-08-31,Nevada,Mountain West,34.0,Purdue,Big Ten,31.0,Purdue -11,11.0,-3.0,14.0,-11.0,3.0,-14.0,Nevada,14.0
3837,401112430,2019,1,regular,2019-08-31,Wake Forest,ACC,38.0,Utah State,Mountain West,35.0,Wake Forest -4.5,-4.5,-3.0,-1.5,4.5,3.0,1.5,Utah State,1.5
3877,401112431,2019,1,regular,2019-08-31,Florida State,ACC,31.0,Boise State,Mountain West,36.0,Florida State -6.5,-6.5,5.0,-11.5,6.5,-5.0,11.5,Boise State,11.5
3881,401112432,2019,1,regular,2019-08-31,NC State,ACC,34.0,East Carolina,American Athletic,6.0,NC State -17.5,-17.5,-28.0,10.5,17.5,28.0,-10.5,NC State,10.5
3333,401112433,2019,1,regular,2019-08-31,Pittsburgh,ACC,14.0,Virginia,ACC,30.0,Virginia -2.5,2.5,16.0,-13.5,-2.5,-16.0,13.5,Virginia,13.5
351,401112434,2019,1,regular,2019-08-31,Liberty,FBS Independents,0.0,Syracuse,ACC,24.0,Syracuse -19.5,19.5,24.0,-4.5,-19.5,-24.0,4.5,Syracuse,4.5
2099,401112435,2019,1,regular,2019-08-31,Boston College,ACC,35.0,Virginia Tech,ACC,28.0,Virginia Tech -4.5,4.5,-7.0,11.5,-4.5,7.0,-11.5,Boston College,11.5
366,401114174,2019,1,regular,2019-08-31,California,Pac-12,27.0,UC Davis,Big Sky,13.0,California -15.5,-15.5,-14.0,-1.5,15.5,14.0,1.5,UC Davis,1.5
3845,401114184,2019,1,regular,2019-08-31,Colorado,Pac-12,52.0,Colorado State,Mountain West,31.0,Colorado -13,-13.0,-21.0,8.0,13.0,21.0,-8.0,Colorado,8.0
221,401114233,2019,1,regular,2019-08-31,Washington,Pac-12,47.0,Eastern Washington,Big Sky,14.0,Washington -24.5,-24.5,-33.0,8.5,24.5,33.0,-8.5,Washington,8.5
1874,401114240,2019,1,regular,2019-08-31,Marshall,Conference USA,56.0,VMI,Southern,17.0,Marshall -44,-44.0,-39.0,-5.0,44.0,39.0,5.0,VMI,5.0
1877,401114241,2019,1,regular,2019-08-31,North Texas,Conference USA,51.0,Abilene Christian,Southland,31.0,North Texas -23,-23.0,-20.0,-3.0,23.0,20.0,3.0,Abilene Christian,3.0
3331,401114242,2019,1,regular,2019-08-31,Old Dominion,Conference USA,24.0,Norfolk State,MEAC,21.0,Old Dominion -25.5,-25.5,-3.0,-22.5,25.5,3.0,22.5,Norfolk State,22.5
1876,401114243,2019,1,regular,2019-08-31,Southern Mississippi,Conference USA,38.0,Alcorn State,SWAC,10.0,Southern Mississippi -27,-27.0,-28.0,1.0,27.0,28.0,-1.0,Southern Mississippi,1.0
1872,401114245,2019,1,regular,2019-08-31,UT San Antonio,Conference USA,35.0,Incarnate Word,Southland,7.0,UT San Antonio -9.5,-9.5,-28.0,18.5,9.5,28.0,-18.5,UT San Antonio,18.5
360,401117494,2019,1,regular,2019-08-31,Air Force,Mountain West,48.0,Colgate,Patriot,7.0,Air Force -23.5,-23.5,-41.0,17.5,23.5,41.0,-17.5,Air Force,17.5
2456,401117495,2019,1,regular,2019-08-31,New Mexico,Mountain West,39.0,Sam Houston State,Southland,31.0,New Mexico -6.5,-6.5,-8.0,1.5,6.5,8.0,-1.5,New Mexico,1.5
1869,401117857,2019,1,regular,2019-08-31,Navy,American Athletic,45.0,Holy Cross,Patriot,7.0,Navy -21.5,-21.5,-38.0,16.5,21.5,38.0,-16.5,Navy,16.5
2760,401117858,2019,1,regular,2019-08-31,Arkansas State,Sun Belt,30.0,SMU,American Athletic,37.0,Arkansas State -1.5,-1.5,7.0,-8.5,1.5,-7.0,8.5,SMU,8.5
359,401117859,2019,1,regular,2019-08-31,Temple,American Athletic,56.0,Bucknell,Patriot,12.0,Temple -42,-42.0,-44.0,2.0,42.0,44.0,-2.0,Temple,2.0
362,401119256,2019,1,regular,2019-08-31,Coastal Carolina,Sun Belt,23.0,Eastern Michigan,Mid-American,30.0,Eastern Michigan -5,5.0,7.0,-2.0,-5.0,-7.0,2.0,Eastern Michigan,2.0
368,401119257,2019,1,regular,2019-08-31,Northern Illinois,Mid-American,24.0,Illinois State,MVFC,10.0,Northern Illinois -6.5,-6.5,-14.0,7.5,6.5,14.0,-7.5,Northern Illinois,7.5
369,401119258,2019,1,regular,2019-08-31,Western Michigan,Mid-American,48.0,Monmouth,Big South,13.0,Western Michigan -24.5,-24.5,-35.0,10.5,24.5,35.0,-10.5,Western Michigan,10.5
358,401119259,2019,1,regular,2019-08-31,Ohio,Mid-American,41.0,Rhode Island,CAA,20.0,Ohio -25,-25.0,-21.0,-4.0,25.0,21.0,4.0,Rhode Island,4.0
365,401121934,2019,1,regular,2019-08-31,Appalachian State,Sun Belt,42.0,East Tennessee State,Southern,7.0,Appalachian State -33,-33.0,-35.0,2.0,33.0,35.0,-2.0,Appalachian State,2.0
1873,401121935,2019,1,regular,2019-08-31,Troy,Sun Belt,43.0,Campbell,Big South,14.0,Troy -35.5,-35.5,-29.0,-6.5,35.5,29.0,6.5,Campbell,6.5
2764,401112114,2019,1,regular,2019-09-01,Oklahoma,Big 12,49.0,Houston,American Athletic,31.0,Oklahoma -21.5,-21.5,-18.0,-3.5,21.5,18.0,3.5,Houston,3.5
233,401112129,2019,1,regular,2019-09-01,TCU,Big 12,39.0,Arkansas-Pine Bluff,SWAC,7.0,TCU -55,-55.0,-32.0,-23.0,55.0,32.0,23.0,Arkansas-Pine Bluff,23.0
3036,401112135,2019,1,regular,2019-09-01,Texas,Big 12,45.0,Louisiana Tech,Conference USA,14.0,Texas -19,-19.0,-31.0,12.0,19.0,31.0,-12.0,Texas,12.0
374,401114218,2019,1,regular,2019-09-01,USC,Pac-12,31.0,Fresno State,Mountain West,23.0,USC -14,-14.0,-8.0,-6.0,14.0,8.0,6.0,Fresno State,6.0
1965,401114228,2019,1,regular,2019-09-01,Washington State,Pac-12,58.0,New Mexico State,FBS Independents,7.0,Washington State -33,-33.0,-51.0,18.0,33.0,51.0,-18.0,Washington State,18.0
370,401114244,2019,1,regular,2019-09-01,UTEP,Conference USA,36.0,Houston Christian,Southland,34.0,UTEP -17.5,-17.5,-2.0,-15.5,17.5,2.0,15.5,Houston Christian,15.5
371,401117496,2019,1,regular,2019-09-01,San Diego State,Mountain West,6.0,Weber State,Big Sky,0.0,San Diego State -14,-14.0,-6.0,-8.0,14.0,6.0,8.0,Weber State,8.0
372,401117497,2019,1,regular,2019-09-01,UNLV,Mountain West,56.0,Southern Utah,Big Sky,23.0,UNLV -24.5,-24.5,-33.0,8.5,24.5,33.0,-8.5,UNLV,8.5
1878,401128468,2019,1,regular,2019-09-01,Louisiana Monroe,Sun Belt,31.0,Grambling,SWAC,9.0,Louisiana Monroe -28,-28.0,-22.0,-6.0,28.0,22.0,6.0,Grambling,6.0
3141,401112436,2019,1,regular,2019-09-03,Louisville,ACC,17.0,Notre Dame,FBS Independents,35.0,Notre Dame -19.5,19.5,18.0,1.5,-19.5,-18.0,-1.5,Louisville,1.5
3581,401110773,2019,2,regular,2019-09-07,Alabama,SEC,62.0,New Mexico State,FBS Independents,10.0,Alabama -55.5,-55.5,-52.0,-3.5,55.5,52.0,3.5,New Mexico State,3.5
3634,401110774,2019,2,regular,2019-09-07,Auburn,SEC,24.0,Tulane,American Athletic,6.0,Auburn -16.5,-16.5,-18.0,1.5,16.5,18.0,-1.5,Auburn,1.5
1523,401110775,2019,2,regular,2019-09-07,Florida,SEC,45.0,UT Martin,OVC,0.0,Florida -44.5,-44.5,-45.0,0.5,44.5,45.0,-0.5,Florida,0.5
3767,401110776,2019,2,regular,2019-09-07,Georgia,SEC,63.0,Murray State,OVC,17.0,Georgia -49.5,-49.5,-46.0,-3.5,49.5,46.0,3.5,Murray State,3.5
1346,401110777,2019,2,regular,2019-09-07,Kentucky,SEC,38.0,Eastern Michigan,Mid-American,17.0,Kentucky -15.5,-15.5,-21.0,5.5,15.5,21.0,-5.5,Kentucky,5.5
1969,401110778,2019,2,regular,2019-09-07,Texas,Big 12,38.0,LSU,SEC,45.0,LSU -6.5,6.5,7.0,-0.5,-6.5,-7.0,0.5,LSU,0.5
3020,401110779,2019,2,regular,2019-09-07,Ole Miss,SEC,31.0,Arkansas,SEC,17.0,Ole Miss -5.5,-5.5,-14.0,8.5,5.5,14.0,-8.5,Ole Miss,8.5
3297,401110780,2019,2,regular,2019-09-07,Mississippi State,SEC,38.0,Southern Mississippi,Conference USA,15.0,Mississippi State -16.5,-16.5,-23.0,6.5,16.5,23.0,-6.5,Mississippi State,6.5
1748,401110781,2019,2,regular,2019-09-07,Missouri,SEC,38.0,West Virginia,Big 12,7.0,Missouri -13.5,-13.5,-31.0,17.5,13.5,31.0,-17.5,Missouri,17.5
1344,401110782,2019,2,regular,2019-09-07,South Carolina,SEC,72.0,Charleston Southern,Big South,10.0,South Carolina -36.5,-36.5,-62.0,25.5,36.5,62.0,-25.5,South Carolina,25.5
2008,401110783,2019,2,regular,2019-09-07,Tennessee,SEC,26.0,BYU,FBS Independents,29.0,Tennessee -3.5,-3.5,3.0,-6.5,3.5,-3.0,6.5,BYU,6.5
1341,401110784,2019,2,regular,2019-09-07,Clemson,ACC,24.0,Texas A&M,SEC,10.0,Clemson -16,-16.0,-14.0,-2.0,16.0,14.0,2.0,Texas A&M,2.0
1977,401110785,2019,2,regular,2019-09-07,Purdue,Big Ten,42.0,Vanderbilt,SEC,24.0,Purdue -7,-7.0,-18.0,11.0,7.0,18.0,-11.0,Purdue,11.0
2913,401112074,2019,2,regular,2019-09-07,Baylor,Big 12,63.0,UT San Antonio,Conference USA,14.0,Baylor -25,-25.0,-49.0,24.0,25.0,49.0,-24.0,Baylor,24.0
3213,401112097,2019,2,regular,2019-09-07,Kansas,Big 12,7.0,Coastal Carolina,Sun Belt,12.0,Kansas -7,-7.0,5.0,-12.0,7.0,-5.0,12.0,Coastal Carolina,12.0
2214,401112107,2019,2,regular,2019-09-07,Kansas State,Big 12,52.0,Bowling Green,Mid-American,0.0,Kansas State -25,-25.0,-52.0,27.0,25.0,52.0,-27.0,Kansas State,27.0
1880,401112115,2019,2,regular,2019-09-07,Oklahoma,Big 12,70.0,South Dakota,MVFC,14.0,Oklahoma -46.5,-46.5,-56.0,9.5,46.5,56.0,-9.5,Oklahoma,9.5
3710,401112123,2019,2,regular,2019-09-07,Oklahoma State,Big 12,56.0,McNeese,Southland,14.0,Oklahoma State -42,-42.0,-42.0,0.0,42.0,42.0,-0.0,McNeese,0.0
1494,401112146,2019,2,regular,2019-09-07,Connecticut,American Athletic,23.0,Illinois,Big Ten,31.0,Illinois -21,21.0,8.0,13.0,-21.0,-8.0,-13.0,Connecticut,13.0
3445,401112158,2019,2,regular,2019-09-07,Indiana,Big Ten,52.0,Eastern Illinois,OVC,0.0,Indiana -35.5,-35.5,-52.0,16.5,35.5,52.0,-16.5,Indiana,16.5
2211,401112192,2019,2,regular,2019-09-07,Iowa,Big Ten,30.0,Rutgers,Big Ten,0.0,Iowa -17.5,-17.5,-30.0,12.5,17.5,30.0,-12.5,Iowa,12.5
2837,401112202,2019,2,regular,2019-09-07,Maryland,Big Ten,63.0,Syracuse,ACC,20.0,Maryland -1,-1.0,-43.0,42.0,1.0,43.0,-42.0,Maryland,42.0
3341,401112213,2019,2,regular,2019-09-07,Michigan State,Big Ten,51.0,Western Michigan,Mid-American,17.0,Michigan State -14.5,-14.5,-34.0,19.5,14.5,34.0,-19.5,Michigan State,19.5
3719,401112223,2019,2,regular,2019-09-07,Michigan,Big Ten,24.0,Army,FBS Independents,21.0,Michigan -22,-22.0,-3.0,-19.0,22.0,3.0,19.0,Army,19.0
229,401112239,2019,2,regular,2019-09-07,Colorado,Pac-12,34.0,Nebraska,Big Ten,31.0,Nebraska -4.5,4.5,-3.0,7.5,-4.5,3.0,-7.5,Colorado,7.5
2909,401112252,2019,2,regular,2019-09-07,Ohio State,Big Ten,42.0,Cincinnati,American Athletic,0.0,Ohio State -15,-15.0,-42.0,27.0,15.0,42.0,-27.0,Ohio State,27.0
3337,401112258,2019,2,regular,2019-09-07,Penn State,Big Ten,45.0,Buffalo,Mid-American,13.0,Penn State -31,-31.0,-32.0,1.0,31.0,32.0,-1.0,Penn State,1.0
3613,401112268,2019,2,regular,2019-09-07,Wisconsin,Big Ten,61.0,Central Michigan,Mid-American,0.0,Wisconsin -35,-35.0,-61.0,26.0,35.0,61.0,-26.0,Wisconsin,26.0
3766,401112437,2019,2,regular,2019-09-07,Virginia,ACC,52.0,William & Mary,CAA,17.0,Virginia -32.5,-32.5,-35.0,2.5,32.5,35.0,-2.5,Virginia,2.5
1882,401112438,2019,2,regular,2019-09-07,Boston College,ACC,45.0,Richmond,CAA,13.0,Boston College -33.5,-33.5,-32.0,-1.5,33.5,32.0,1.5,Richmond,1.5
3711,401112439,2019,2,regular,2019-09-07,Duke,ACC,45.0,North Carolina A&T,MEAC,13.0,Duke -27.5,-27.5,-32.0,4.5,27.5,32.0,-4.5,Duke,4.5
3785,401112440,2019,2,regular,2019-09-07,Florida State,ACC,45.0,Louisiana Monroe,Sun Belt,44.0,Florida State -22.5,-22.5,-1.0,-21.5,22.5,1.0,21.5,Louisiana Monroe,21.5
2768,401112441,2019,2,regular,2019-09-07,Georgia Tech,ACC,14.0,South Florida,American Athletic,10.0,Georgia Tech -5,-5.0,-4.0,-1.0,5.0,4.0,1.0,South Florida,1.0
3111,401112442,2019,2,regular,2019-09-07,Louisville,ACC,42.0,Eastern Kentucky,OVC,0.0,Louisville -21,-21.0,-42.0,21.0,21.0,42.0,-21.0,Louisville,21.0
1292,401112444,2019,2,regular,2019-09-07,NC State,ACC,41.0,Western Carolina,Southern,0.0,NC State -41,-41.0,-41.0,0.0,41.0,41.0,-0.0,Western Carolina,0.0
1490,401112445,2019,2,regular,2019-09-07,Pittsburgh,ACC,20.0,Ohio,Mid-American,10.0,Pittsburgh -4,-4.0,-10.0,6.0,4.0,10.0,-6.0,Pittsburgh,6.0
2504,401112446,2019,2,regular,2019-09-07,Virginia Tech,ACC,31.0,Old Dominion,Conference USA,17.0,Virginia Tech -28.5,-28.5,-14.0,-14.5,28.5,14.0,14.5,Old Dominion,14.5
1520,401112447,2019,2,regular,2019-09-07,Rice,Conference USA,21.0,Wake Forest,ACC,41.0,Wake Forest -20,20.0,20.0,0.0,-20.0,-20.0,-0.0,Wake Forest,0.0
1879,401114154,2019,2,regular,2019-09-07,Arizona State,Pac-12,19.0,Sacramento State,Big Sky,7.0,Arizona State -35,-35.0,-12.0,-23.0,35.0,12.0,23.0,Sacramento State,23.0
2484,401114193,2019,2,regular,2019-09-07,Oregon,Pac-12,77.0,Nevada,Mountain West,6.0,Oregon -25,-25.0,-71.0,46.0,25.0,71.0,-46.0,Oregon,46.0
3500,401114214,2019,2,regular,2019-09-07,UCLA,Pac-12,14.0,San Diego State,Mountain West,23.0,UCLA -7.5,-7.5,9.0,-16.5,7.5,-9.0,16.5,San Diego State,16.5
2458,401114224,2019,2,regular,2019-09-07,Utah,Pac-12,35.0,Northern Illinois,Mid-American,17.0,Utah -22.5,-22.5,-18.0,-4.5,22.5,18.0,4.5,Northern Illinois,4.5
1564,401114229,2019,2,regular,2019-09-07,Washington State,Pac-12,59.0,Northern Colorado,Big Sky,17.0,Washington State -42,-42.0,-42.0,0.0,42.0,42.0,-0.0,Northern Colorado,0.0
380,401114247,2019,2,regular,2019-09-07,Appalachian State,Sun Belt,56.0,Charlotte,Conference USA,41.0,Appalachian State -23.5,-23.5,-15.0,-8.5,23.5,15.0,8.5,Charlotte,8.5
1730,401114248,2019,2,regular,2019-09-07,Florida International,Conference USA,14.0,Western Kentucky,Conference USA,20.0,Florida International -7.5,-7.5,6.0,-13.5,7.5,-6.0,13.5,Western Kentucky,13.5
3810,401114249,2019,2,regular,2019-09-07,Florida Atlantic,Conference USA,14.0,UCF,American Athletic,48.0,UCF -14,14.0,34.0,-20.0,-14.0,-34.0,20.0,UCF,20.0
1883,401114250,2019,2,regular,2019-09-07,Louisiana Tech,Conference USA,20.0,Grambling,SWAC,14.0,Louisiana Tech -30.5,-30.5,-6.0,-24.5,30.5,6.0,24.5,Grambling,24.5
3759,401114251,2019,2,regular,2019-09-07,Boise State,Mountain West,14.0,Marshall,Conference USA,7.0,Boise State -13.5,-13.5,-7.0,-6.5,13.5,7.0,6.5,Marshall,6.5
384,401114252,2019,2,regular,2019-09-07,Middle Tennessee,Conference USA,45.0,Tennessee State,OVC,26.0,Middle Tennessee -25.5,-25.5,-19.0,-6.5,25.5,19.0,6.5,Tennessee State,6.5
3617,401114253,2019,2,regular,2019-09-07,SMU,American Athletic,49.0,North Texas,Conference USA,27.0,SMU -3.5,-3.5,-22.0,18.5,3.5,22.0,-18.5,SMU,18.5
31,401114254,2019,2,regular,2019-09-07,Akron,Mid-American,20.0,UAB,Conference USA,31.0,UAB -7.5,7.5,11.0,-3.5,-7.5,-11.0,3.5,UAB,3.5
255,401114347,2019,2,regular,2019-09-07,Louisiana,Sun Belt,35.0,Liberty,FBS Independents,14.0,Louisiana -14,-14.0,-21.0,7.0,14.0,21.0,-7.0,Louisiana,7.0
383,401114354,2019,2,regular,2019-09-07,UMass,FBS Independents,20.0,Southern Illinois,MVFC,45.0,UMass -6.5,-6.5,25.0,-31.5,6.5,-25.0,31.5,Southern Illinois,31.5
1884,401117498,2019,2,regular,2019-09-07,Colorado State,Mountain West,38.0,Western Illinois,MVFC,13.0,Colorado State -12,-12.0,-25.0,13.0,12.0,25.0,-13.0,Colorado State,13.0
1886,401117499,2019,2,regular,2019-09-07,Utah State,Mountain West,62.0,Stony Brook,CAA,7.0,Utah State -31.5,-31.5,-55.0,23.5,31.5,55.0,-23.5,Utah State,23.5
3737,401117500,2019,2,regular,2019-09-07,Texas State,Sun Belt,14.0,Wyoming,Mountain West,23.0,Wyoming -7.5,7.5,9.0,-1.5,-7.5,-9.0,1.5,Wyoming,1.5
