,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error,game_winner,favorite,underdog,within_td,correct_predict
583,401012335,2018,11,regular,2018-11-10,Missouri,SEC,33.0,Vanderbilt,SEC,28.0,Missouri -14.5,-14.5,-5.0,-9.5,14.5,5.0,9.5,Vanderbilt,9.5,Missouri,Missouri,Vanderbilt,Dog Cover by +7,Yes
584,401012336,2018,11,regular,2018-11-10,Tennessee,SEC,24.0,Kentucky,SEC,7.0,Kentucky -5,5.0,-17.0,22.0,-5.0,17.0,-22.0,Tennessee,22.0,Tennessee,Kentucky,Tennessee,Dog Cover by +7,No
585,401012337,2018,11,regular,2018-11-10,Texas A&M,SEC,38.0,Ole Miss,SEC,24.0,Texas A&M -13,-13.0,-14.0,1.0,13.0,14.0,-1.0,Texas A&M,1.0,Texas A&M,Texas A&M,Ole Miss,Vegas Within 7,Yes
586,401012786,2018,11,regular,2018-11-10,Arizona State,Pac-12,31.0,UCLA,Pac-12,28.0,Arizona State -12,-12.0,-3.0,-9.0,12.0,3.0,9.0,UCLA,9.0,Arizona State,Arizona State,UCLA,Dog Cover by +7,Yes
587,401012788,2018,11,regular,2018-11-10,Colorado,Pac-12,7.0,Washington State,Pac-12,31.0,Washington State -5.5,5.5,24.0,-18.5,-5.5,-24.0,18.5,Washington State,18.5,Washington State,Washington State,Colorado,Fav Cover by +7,Yes
588,401012789,2018,11,regular,2018-11-10,Utah,Pac-12,32.0,Oregon,Pac-12,25.0,Utah -3.5,-3.5,-7.0,3.5,3.5,7.0,-3.5,Utah,3.5,Utah,Utah,Oregon,Vegas Within 7,Yes
589,401012813,2018,11,regular,2018-11-10,Nebraska,Big Ten,54.0,Illinois,Big Ten,35.0,Nebraska -17.5,-17.5,-19.0,1.5,17.5,19.0,-1.5,Nebraska,1.5,Nebraska,Nebraska,Illinois,Vegas Within 7,Yes
590,401012848,2018,11,regular,2018-11-10,Rutgers,Big Ten,7.0,Michigan,Big Ten,42.0,Michigan -37.5,37.5,35.0,2.5,-37.5,-35.0,-2.5,Rutgers,2.5,Michigan,Michigan,Rutgers,Vegas Within 7,Yes
591,401012859,2018,11,regular,2018-11-10,Indiana,Big Ten,34.0,Maryland,Big Ten,32.0,Indiana -1,-1.0,-2.0,1.0,1.0,2.0,-1.0,Indiana,1.0,Indiana,Indiana,Maryland,Vegas Within 7,Yes
592,401012870,2018,11,regular,2018-11-10,Iowa,Big Ten,10.0,Northwestern,Big Ten,14.0,Iowa -11,-11.0,4.0,-15.0,11.0,-4.0,15.0,Northwestern,15.0,Northwestern,Iowa,Northwestern,Dog Cover by +7,No
593,401012886,2018,11,regular,2018-11-10,Michigan State,Big Ten,6.0,Ohio State,Big Ten,26.0,Ohio State -3.5,3.5,20.0,-16.5,-3.5,-20.0,16.5,Ohio State,16.5,Ohio State,Ohio State,Michigan State,Fav Cover by +7,Yes
594,401013035,2018,11,regular,2018-11-10,Iowa State,Big 12,28.0,Baylor,Big 12,14.0,Iowa State -17,-17.0,-14.0,-3.0,17.0,14.0,3.0,Baylor,3.0,Iowa State,Iowa State,Baylor,Vegas Within 7,Yes
595,401013054,2018,11,regular,2018-11-10,Kansas State,Big 12,21.0,Kansas,Big 12,17.0,Kansas State -9,-9.0,-4.0,-5.0,9.0,4.0,5.0,Kansas,5.0,Kansas State,Kansas State,Kansas,Vegas Within 7,Yes
596,401013070,2018,11,regular,2018-11-10,Oklahoma,Big 12,48.0,Oklahoma State,Big 12,47.0,Oklahoma -22,-22.0,-1.0,-21.0,22.0,1.0,21.0,Oklahoma State,21.0,Oklahoma,Oklahoma,Oklahoma State,Dog Cover by +7,Yes
597,401013077,2018,11,regular,2018-11-10,West Virginia,Big 12,47.0,TCU,Big 12,10.0,West Virginia -13.5,-13.5,-37.0,23.5,13.5,37.0,-23.5,West Virginia,23.5,West Virginia,West Virginia,TCU,Fav Cover by +7,Yes
598,401013168,2018,11,regular,2018-11-10,Syracuse,ACC,54.0,Louisville,ACC,23.0,Syracuse -20.5,-20.5,-31.0,10.5,20.5,31.0,-10.5,Syracuse,10.5,Syracuse,Syracuse,Louisville,Fav Cover by +7,Yes
599,401013170,2018,11,regular,2018-11-10,Duke,ACC,42.0,North Carolina,ACC,35.0,Duke -7.5,-7.5,-7.0,-0.5,7.5,7.0,0.5,North Carolina,0.5,Duke,Duke,North Carolina,Vegas Within 7,Yes
600,401013173,2018,11,regular,2018-11-10,Pittsburgh,ACC,52.0,Virginia Tech,ACC,22.0,Pittsburgh -3.5,-3.5,-30.0,26.5,3.5,30.0,-26.5,Pittsburgh,26.5,Pittsburgh,Pittsburgh,Virginia Tech,Fav Cover by +7,Yes
601,401013174,2018,11,regular,2018-11-10,Virginia,ACC,45.0,Liberty,FBS Independents,24.0,Virginia -24,-24.0,-21.0,-3.0,24.0,21.0,3.0,Liberty,3.0,Virginia,Virginia,Liberty,Vegas Within 7,Yes
602,401013333,2018,11,regular,2018-11-10,Minnesota,Big Ten,41.0,Purdue,Big Ten,10.0,Purdue -10,10.0,-31.0,41.0,-10.0,31.0,-41.0,Minnesota,41.0,Minnesota,Purdue,Minnesota,Dog Cover by +7,No
603,401013351,2018,11,regular,2018-11-10,Penn State,Big Ten,22.0,Wisconsin,Big Ten,10.0,Penn State -7.5,-7.5,-12.0,4.5,7.5,12.0,-4.5,Penn State,4.5,Penn State,Penn State,Wisconsin,Vegas Within 7,Yes
604,401013366,2018,11,regular,2018-11-10,UMass,FBS Independents,16.0,BYU,FBS Independents,35.0,BYU -14,14.0,19.0,-5.0,-14.0,-19.0,5.0,BYU,5.0,BYU,BYU,UMass,Vegas Within 7,Yes
605,401013374,2018,11,regular,2018-11-10,Army,FBS Independents,31.0,Lafayette,Patriot,13.0,Army -46,-46.0,-18.0,-28.0,46.0,18.0,28.0,Lafayette,28.0,Army,Army,Lafayette,Dog Cover by +7,Yes
606,401015037,2018,11,regular,2018-11-10,Marshall,Conference USA,30.0,Charlotte,Conference USA,13.0,Marshall -12.5,-12.5,-17.0,4.5,12.5,17.0,-4.5,Marshall,4.5,Marshall,Marshall,Charlotte,Vegas Within 7,Yes
607,401015039,2018,11,regular,2018-11-10,Florida Atlantic,Conference USA,34.0,Western Kentucky,Conference USA,15.0,Florida Atlantic -18,-18.0,-19.0,1.0,18.0,19.0,-1.0,Florida Atlantic,1.0,Florida Atlantic,Florida Atlantic,Western Kentucky,Vegas Within 7,Yes
608,401015041,2018,11,regular,2018-11-10,UTEP,Conference USA,32.0,Middle Tennessee,Conference USA,48.0,Middle Tennessee -13.5,13.5,16.0,-2.5,-13.5,-16.0,2.5,Middle Tennessee,2.5,Middle Tennessee,Middle Tennessee,UTEP,Vegas Within 7,Yes
609,401015042,2018,11,regular,2018-11-10,Old Dominion,Conference USA,34.0,North Texas,Conference USA,31.0,North Texas -14.5,14.5,-3.0,17.5,-14.5,3.0,-17.5,Old Dominion,17.5,Old Dominion,North Texas,Old Dominion,Dog Cover by +7,No
610,401019523,2018,11,regular,2018-11-10,UCF,American Athletic,35.0,Navy,American Athletic,24.0,UCF -24,-24.0,-11.0,-13.0,24.0,11.0,13.0,Navy,13.0,UCF,UCF,Navy,Dog Cover by +7,Yes
611,401019525,2018,11,regular,2018-11-10,Connecticut,American Athletic,50.0,SMU,American Athletic,62.0,SMU -17,17.0,12.0,5.0,-17.0,-12.0,-5.0,Connecticut,5.0,SMU,SMU,Connecticut,Vegas Within 7,Yes
612,401019526,2018,11,regular,2018-11-10,Tulane,American Athletic,24.0,East Carolina,American Athletic,18.0,Tulane -10.5,-10.5,-6.0,-4.5,10.5,6.0,4.5,East Carolina,4.5,Tulane,Tulane,East Carolina,Vegas Within 7,Yes
613,401019528,2018,11,regular,2018-11-10,Memphis,American Athletic,47.0,Tulsa,American Athletic,21.0,Memphis -15.5,-15.5,-26.0,10.5,15.5,26.0,-10.5,Memphis,10.5,Memphis,Memphis,Tulsa,Fav Cover by +7,Yes
614,401020778,2018,11,regular,2018-11-10,Eastern Michigan,Mid-American,27.0,Akron,Mid-American,7.0,Eastern Michigan -11.5,-11.5,-20.0,8.5,11.5,20.0,-8.5,Eastern Michigan,8.5,Eastern Michigan,Eastern Michigan,Akron,Fav Cover by +7,Yes
615,401020779,2018,11,regular,2018-11-10,Central Michigan,Mid-American,13.0,Bowling Green,Mid-American,24.0,Central Michigan -7.5,-7.5,11.0,-18.5,7.5,-11.0,18.5,Bowling Green,18.5,Bowling Green,Central Michigan,Bowling Green,Dog Cover by +7,No
616,401021688,2018,11,regular,2018-11-10,Coastal Carolina,Sun Belt,16.0,Arkansas State,Sun Belt,44.0,Arkansas State -6.5,6.5,28.0,-21.5,-6.5,-28.0,21.5,Arkansas State,21.5,Arkansas State,Arkansas State,Coastal Carolina,Fav Cover by +7,Yes
617,401021689,2018,11,regular,2018-11-10,Georgia Southern,Sun Belt,21.0,Troy,Sun Belt,35.0,Troy -2.5,2.5,14.0,-11.5,-2.5,-14.0,11.5,Troy,11.5,Troy,Troy,Georgia Southern,Fav Cover by +7,Yes
618,401021690,2018,11,regular,2018-11-10,Louisiana,Sun Belt,36.0,Georgia State,Sun Belt,22.0,Louisiana -14,-14.0,-14.0,0.0,14.0,14.0,-0.0,Georgia State,0.0,Louisiana,Louisiana,Georgia State,Vegas Within 7,Yes
619,401021691,2018,11,regular,2018-11-10,South Alabama,Sun Belt,10.0,Louisiana Monroe,Sun Belt,38.0,Louisiana Monroe -7.5,7.5,28.0,-20.5,-7.5,-28.0,20.5,Louisiana Monroe,20.5,Louisiana Monroe,Louisiana Monroe,South Alabama,Fav Cover by +7,Yes
620,401021702,2018,11,regular,2018-11-10,Texas State,Sun Belt,7.0,Appalachian State,Sun Belt,38.0,Appalachian State -19,19.0,31.0,-12.0,-19.0,-31.0,12.0,Appalachian State,12.0,Appalachian State,Appalachian State,Texas State,Fav Cover by +7,Yes
621,401022554,2018,11,regular,2018-11-10,Air Force,Mountain West,42.0,New Mexico,Mountain West,24.0,Air Force -13.5,-13.5,-18.0,4.5,13.5,18.0,-4.5,Air Force,4.5,Air Force,Air Force,New Mexico,Vegas Within 7,Yes
622,401022556,2018,11,regular,2018-11-10,Boise State,Mountain West,24.0,Fresno State,Mountain West,17.0,Fresno State -2.5,2.5,-7.0,9.5,-2.5,7.0,-9.5,Boise State,9.5,Boise State,Fresno State,Boise State,Dog Cover by +7,No
623,401012332,2018,11,regular,2018-11-11,Arkansas,SEC,17.0,LSU,SEC,24.0,LSU -12.5,12.5,7.0,5.5,-12.5,-7.0,-5.5,Arkansas,5.5,LSU,LSU,Arkansas,Vegas Within 7,Yes
624,401012334,2018,11,regular,2018-11-11,Georgia,SEC,27.0,Auburn,SEC,10.0,Georgia -13,-13.0,-17.0,4.0,13.0,17.0,-4.0,Georgia,4.0,Georgia,Georgia,Auburn,Vegas Within 7,Yes
625,401012787,2018,11,regular,2018-11-11,USC,Pac-12,14.0,California,Pac-12,15.0,USC -5,-5.0,1.0,-6.0,5.0,-1.0,6.0,California,6.0,California,USC,California,Vegas Within 7,No
626,401013169,2018,11,regular,2018-11-11,Boston College,ACC,7.0,Clemson,ACC,27.0,Clemson -17.5,17.5,20.0,-2.5,-17.5,-20.0,2.5,Clemson,2.5,Clemson,Clemson,Boston College,Vegas Within 7,Yes
627,401013171,2018,11,regular,2018-11-11,Notre Dame,FBS Independents,42.0,Florida State,ACC,13.0,Notre Dame -17,-17.0,-29.0,12.0,17.0,29.0,-12.0,Notre Dame,12.0,Notre Dame,Notre Dame,Florida State,Fav Cover by +7,Yes
628,401013172,2018,11,regular,2018-11-11,Georgia Tech,ACC,27.0,Miami,ACC,21.0,Georgia Tech -1,-1.0,-6.0,5.0,1.0,6.0,-5.0,Georgia Tech,5.0,Georgia Tech,Georgia Tech,Miami,Vegas Within 7,Yes
629,401013321,2018,11,regular,2018-11-11,Texas Tech,Big 12,34.0,Texas,Big 12,41.0,Texas -2,2.0,7.0,-5.0,-2.0,-7.0,5.0,Texas,5.0,Texas,Texas,Texas Tech,Vegas Within 7,Yes
630,401015038,2018,11,regular,2018-11-11,UT San Antonio,Conference USA,7.0,Florida International,Conference USA,45.0,Florida International -10.5,10.5,38.0,-27.5,-10.5,-38.0,27.5,Florida International,27.5,Florida International,Florida International,UT San Antonio,Fav Cover by +7,Yes
631,401015040,2018,11,regular,2018-11-11,Louisiana Tech,Conference USA,28.0,Rice,Conference USA,13.0,Louisiana Tech -24,-24.0,-15.0,-9.0,24.0,15.0,9.0,Rice,9.0,Louisiana Tech,Louisiana Tech,Rice,Dog Cover by +7,Yes
632,401015043,2018,11,regular,2018-11-11,UAB,Conference USA,26.0,Southern Mississippi,Conference USA,23.0,UAB -13,-13.0,-3.0,-10.0,13.0,3.0,10.0,Southern Mississippi,10.0,UAB,UAB,Southern Mississippi,Dog Cover by +7,Yes
633,401019524,2018,11,regular,2018-11-11,Cincinnati,American Athletic,35.0,South Florida,American Athletic,23.0,Cincinnati -14,-14.0,-12.0,-2.0,14.0,12.0,2.0,South Florida,2.0,Cincinnati,Cincinnati,South Florida,Vegas Within 7,Yes
634,401019527,2018,11,regular,2018-11-11,Houston,American Athletic,49.0,Temple,American Athletic,59.0,Houston -3.5,-3.5,10.0,-13.5,3.5,-10.0,13.5,Temple,13.5,Temple,Houston,Temple,Dog Cover by +7,No
635,401022555,2018,11,regular,2018-11-11,Nevada,Mountain West,49.0,Colorado State,Mountain West,10.0,Nevada -14,-14.0,-39.0,25.0,14.0,39.0,-25.0,Nevada,25.0,Nevada,Nevada,Colorado State,Fav Cover by +7,Yes
636,401022558,2018,11,regular,2018-11-11,San Diego State,Mountain West,24.0,UNLV,Mountain West,27.0,San Diego State -24,-24.0,3.0,-27.0,24.0,-3.0,27.0,UNLV,27.0,UNLV,San Diego State,UNLV,Dog Cover by +7,No
637,401020780,2018,12,regular,2018-11-13,Ball State,Mid-American,42.0,Western Michigan,Mid-American,41.0,Western Michigan -9.5,9.5,-1.0,10.5,-9.5,1.0,-10.5,Ball State,10.5,Ball State,Western Michigan,Ball State,Dog Cover by +7,No
638,401020782,2018,12,regular,2018-11-15,Northern Illinois,Mid-American,7.0,Miami (OH),Mid-American,13.0,Northern Illinois -6,-6.0,6.0,-12.0,6.0,-6.0,12.0,Miami (OH),12.0,Miami (OH),Northern Illinois,Miami (OH),Dog Cover by +7,No
639,401020783,2018,12,regular,2018-11-15,Kent State,Mid-American,34.0,Toledo,Mid-American,56.0,Toledo -11.5,11.5,22.0,-10.5,-11.5,-22.0,10.5,Toledo,10.5,Toledo,Toledo,Kent State,Fav Cover by +7,Yes
640,401015045,2018,12,regular,2018-11-16,North Texas,Conference USA,41.0,Florida Atlantic,Conference USA,38.0,North Texas -4,-4.0,-3.0,-1.0,4.0,3.0,1.0,Florida Atlantic,1.0,North Texas,North Texas,Florida Atlantic,Vegas Within 7,Yes
641,401019529,2018,12,regular,2018-11-16,Houston,American Athletic,48.0,Tulane,American Athletic,17.0,Houston -7.5,-7.5,-31.0,23.5,7.5,31.0,-23.5,Houston,23.5,Houston,Houston,Tulane,Fav Cover by +7,Yes
642,401012338,2018,12,regular,2018-11-17,Alabama,SEC,50.0,The Citadel,Southern,17.0,Alabama -54.5,-54.5,-33.0,-21.5,54.5,33.0,21.5,The Citadel,21.5,Alabama,Alabama,The Citadel,Dog Cover by +7,Yes
643,401012339,2018,12,regular,2018-11-17,Auburn,SEC,53.0,Liberty,FBS Independents,0.0,Auburn -29.5,-29.5,-53.0,23.5,29.5,53.0,-23.5,Auburn,23.5,Auburn,Auburn,Liberty,Fav Cover by +7,Yes
644,401012340,2018,12,regular,2018-11-17,Florida,SEC,63.0,Idaho,Big Sky,10.0,Florida -43,-43.0,-53.0,10.0,43.0,53.0,-10.0,Florida,10.0,Florida,Florida,Idaho,Fav Cover by +7,Yes
645,401012341,2018,12,regular,2018-11-17,Georgia,SEC,66.0,UMass,FBS Independents,27.0,Georgia -41.5,-41.5,-39.0,-2.5,41.5,39.0,2.5,UMass,2.5,Georgia,Georgia,UMass,Vegas Within 7,Yes
646,401012342,2018,12,regular,2018-11-17,Kentucky,SEC,34.0,Middle Tennessee,Conference USA,23.0,Kentucky -16,-16.0,-11.0,-5.0,16.0,11.0,5.0,Middle Tennessee,5.0,Kentucky,Kentucky,Middle Tennessee,Vegas Within 7,Yes
647,401012344,2018,12,regular,2018-11-17,Mississippi State,SEC,52.0,Arkansas,SEC,6.0,Mississippi State -23,-23.0,-46.0,23.0,23.0,46.0,-23.0,Mississippi State,23.0,Mississippi State,Mississippi State,Arkansas,Fav Cover by +7,Yes
648,401012346,2018,12,regular,2018-11-17,Tennessee,SEC,17.0,Missouri,SEC,50.0,Missouri -6,6.0,33.0,-27.0,-6.0,-33.0,27.0,Missouri,27.0,Missouri,Missouri,Tennessee,Fav Cover by +7,Yes
649,401012791,2018,12,regular,2018-11-17,UCLA,Pac-12,34.0,USC,Pac-12,27.0,USC -3,3.0,-7.0,10.0,-3.0,7.0,-10.0,UCLA,10.0,UCLA,USC,UCLA,Dog Cover by +7,No
650,401012794,2018,12,regular,2018-11-17,Washington,Pac-12,42.0,Oregon State,Pac-12,23.0,Washington -32.5,-32.5,-19.0,-13.5,32.5,19.0,13.5,Oregon State,13.5,Washington,Washington,Oregon State,Dog Cover by +7,Yes
651,401012814,2018,12,regular,2018-11-17,Illinois,Big Ten,0.0,Iowa,Big Ten,63.0,Iowa -16,16.0,63.0,-47.0,-16.0,-63.0,47.0,Iowa,47.0,Iowa,Iowa,Illinois,Fav Cover by +7,Yes
652,401012849,2018,12,regular,2018-11-17,Rutgers,Big Ten,7.0,Penn State,Big Ten,20.0,Penn State -27,27.0,13.0,14.0,-27.0,-13.0,-14.0,Rutgers,14.0,Penn State,Penn State,Rutgers,Dog Cover by +7,Yes
653,401012860,2018,12,regular,2018-11-17,Michigan,Big Ten,31.0,Indiana,Big Ten,20.0,Michigan -28,-28.0,-11.0,-17.0,28.0,11.0,17.0,Indiana,17.0,Michigan,Michigan,Indiana,Dog Cover by +7,Yes
654,401012878,2018,12,regular,2018-11-17,Maryland,Big Ten,51.0,Ohio State,Big Ten,52.0,Ohio State -14,14.0,1.0,13.0,-14.0,-1.0,-13.0,Maryland,13.0,Ohio State,Ohio State,Maryland,Dog Cover by +7,Yes
655,401012887,2018,12,regular,2018-11-17,Nebraska,Big Ten,9.0,Michigan State,Big Ten,6.0,Nebraska -1,-1.0,-3.0,2.0,1.0,3.0,-2.0,Nebraska,2.0,Nebraska,Nebraska,Michigan State,Vegas Within 7,Yes
656,401013036,2018,12,regular,2018-11-17,Baylor,Big 12,9.0,TCU,Big 12,16.0,TCU -null,,7.0,,,-7.0,,TCU,,TCU,TCU,TCU,Vegas Within 7,Yes
657,401013064,2018,12,regular,2018-11-17,Kansas State,Big 12,21.0,Texas Tech,Big 12,6.0,Texas Tech -6.5,6.5,-15.0,21.5,-6.5,15.0,-21.5,Kansas State,21.5,Kansas State,Texas Tech,Kansas State,Dog Cover by +7,No
658,401013175,2018,12,regular,2018-11-17,Florida State,ACC,22.0,Boston College,ACC,21.0,Boston College -3,3.0,-1.0,4.0,-3.0,1.0,-4.0,Florida State,4.0,Florida State,Boston College,Florida State,Vegas Within 7,No
659,401013177,2018,12,regular,2018-11-17,Georgia Tech,ACC,30.0,Virginia,ACC,27.0,Georgia Tech -6.5,-6.5,-3.0,-3.5,6.5,3.0,3.5,Virginia,3.5,Georgia Tech,Georgia Tech,Virginia,Vegas Within 7,Yes
660,401013178,2018,12,regular,2018-11-17,Louisville,ACC,10.0,NC State,ACC,52.0,NC State -16,16.0,42.0,-26.0,-16.0,-42.0,26.0,NC State,26.0,NC State,NC State,Louisville,Fav Cover by +7,Yes
661,401013179,2018,12,regular,2018-11-17,Virginia Tech,ACC,14.0,Miami,ACC,38.0,Miami -6.5,6.5,24.0,-17.5,-6.5,-24.0,17.5,Miami,17.5,Miami,Miami,Virginia Tech,Fav Cover by +7,Yes
662,401013180,2018,12,regular,2018-11-17,North Carolina,ACC,49.0,Western Carolina,Southern,26.0,North Carolina -31,-31.0,-23.0,-8.0,31.0,23.0,8.0,Western Carolina,8.0,North Carolina,North Carolina,Western Carolina,Dog Cover by +7,Yes
663,401013181,2018,12,regular,2018-11-17,Wake Forest,ACC,13.0,Pittsburgh,ACC,34.0,Pittsburgh -5.5,5.5,21.0,-15.5,-5.5,-21.0,15.5,Pittsburgh,15.5,Pittsburgh,Pittsburgh,Wake Forest,Fav Cover by +7,Yes
664,401013182,2018,12,regular,2018-11-17,Notre Dame,FBS Independents,36.0,Syracuse,ACC,3.0,Notre Dame -10,-10.0,-33.0,23.0,10.0,33.0,-23.0,Notre Dame,23.0,Notre Dame,Notre Dame,Syracuse,Fav Cover by +7,Yes
665,401013327,2018,12,regular,2018-11-17,Oklahoma State,Big 12,45.0,West Virginia,Big 12,41.0,West Virginia -6,6.0,-4.0,10.0,-6.0,4.0,-10.0,Oklahoma State,10.0,Oklahoma State,West Virginia,Oklahoma State,Dog Cover by +7,No
666,401013334,2018,12,regular,2018-11-17,Minnesota,Big Ten,14.0,Northwestern,Big Ten,24.0,Minnesota -3,-3.0,10.0,-13.0,3.0,-10.0,13.0,Northwestern,13.0,Northwestern,Minnesota,Northwestern,Dog Cover by +7,No
667,401013353,2018,12,regular,2018-11-17,Purdue,Big Ten,44.0,Wisconsin,Big Ten,47.0,Purdue -4,-4.0,3.0,-7.0,4.0,-3.0,7.0,Wisconsin,7.0,Wisconsin,Purdue,Wisconsin,Vegas Within 7,No
668,401013375,2018,12,regular,2018-11-17,Army,FBS Independents,28.0,Colgate,Patriot,14.0,Army -10,-10.0,-14.0,4.0,10.0,14.0,-4.0,Army,4.0,Army,Army,Colgate,Vegas Within 7,Yes
669,401015044,2018,12,regular,2018-11-17,Charlotte,Conference USA,35.0,Florida International,Conference USA,42.0,Florida International -4,4.0,7.0,-3.0,-4.0,-7.0,3.0,Florida International,3.0,Florida International,Florida International,Charlotte,Vegas Within 7,Yes
670,401015046,2018,12,regular,2018-11-17,Southern Mississippi,Conference USA,21.0,Louisiana Tech,Conference USA,20.0,Southern Mississippi -2,-2.0,-1.0,-1.0,2.0,1.0,1.0,Louisiana Tech,1.0,Southern Mississippi,Southern Mississippi,Louisiana Tech,Vegas Within 7,Yes
671,401015047,2018,12,regular,2018-11-17,Marshall,Conference USA,23.0,UT San Antonio,Conference USA,0.0,Marshall -27.5,-27.5,-23.0,-4.5,27.5,23.0,4.5,UT San Antonio,4.5,Marshall,Marshall,UT San Antonio,Vegas Within 7,Yes
672,401015048,2018,12,regular,2018-11-17,Old Dominion,Conference USA,77.0,VMI,Southern,14.0,Old Dominion -31.5,-31.5,-63.0,31.5,31.5,63.0,-31.5,Old Dominion,31.5,Old Dominion,Old Dominion,VMI,Fav Cover by +7,Yes
673,401019530,2018,12,regular,2018-11-17,SMU,American Athletic,18.0,Memphis,American Athletic,28.0,Memphis -7.5,7.5,10.0,-2.5,-7.5,-10.0,2.5,Memphis,2.5,Memphis,Memphis,SMU,Vegas Within 7,Yes
674,401019533,2018,12,regular,2018-11-17,Temple,American Athletic,27.0,South Florida,American Athletic,17.0,Temple -14,-14.0,-10.0,-4.0,14.0,10.0,4.0,South Florida,4.0,Temple,Temple,South Florida,Vegas Within 7,Yes
675,401019534,2018,12,regular,2018-11-17,Navy,American Athletic,37.0,Tulsa,American Athletic,29.0,Navy -6,-6.0,-8.0,2.0,6.0,8.0,-2.0,Navy,2.0,Navy,Navy,Tulsa,Vegas Within 7,Yes
676,401020784,2018,12,regular,2018-11-17,Akron,Mid-American,6.0,Bowling Green,Mid-American,21.0,Akron -6.5,-6.5,15.0,-21.5,6.5,-15.0,21.5,Bowling Green,21.5,Bowling Green,Akron,Bowling Green,Dog Cover by +7,No
677,401021693,2018,12,regular,2018-11-17,Arkansas State,Sun Belt,31.0,Louisiana Monroe,Sun Belt,17.0,Arkansas State -8,-8.0,-14.0,6.0,8.0,14.0,-6.0,Arkansas State,6.0,Arkansas State,Arkansas State,Louisiana Monroe,Vegas Within 7,Yes
678,401021694,2018,12,regular,2018-11-17,Coastal Carolina,Sun Belt,17.0,Georgia Southern,Sun Belt,41.0,Georgia Southern -7.5,7.5,24.0,-16.5,-7.5,-24.0,16.5,Georgia Southern,16.5,Georgia Southern,Georgia Southern,Coastal Carolina,Fav Cover by +7,Yes
679,401021695,2018,12,regular,2018-11-17,Louisiana,Sun Belt,48.0,South Alabama,Sun Belt,38.0,Louisiana -20,-20.0,-10.0,-10.0,20.0,10.0,10.0,South Alabama,10.0,Louisiana,Louisiana,South Alabama,Dog Cover by +7,Yes
680,401021696,2018,12,regular,2018-11-17,Troy,Sun Belt,12.0,Texas State,Sun Belt,7.0,Troy -22.5,-22.5,-5.0,-17.5,22.5,5.0,17.5,Texas State,17.5,Troy,Troy,Texas State,Dog Cover by +7,Yes
681,401022559,2018,12,regular,2018-11-17,Wyoming,Mountain West,35.0,Air Force,Mountain West,27.0,Wyoming -3,-3.0,-8.0,5.0,3.0,8.0,-5.0,Wyoming,5.0,Wyoming,Wyoming,Air Force,Vegas Within 7,Yes
682,401022560,2018,12,regular,2018-11-17,New Mexico,Mountain West,14.0,Boise State,Mountain West,45.0,Boise State -21.5,21.5,31.0,-9.5,-21.5,-31.0,9.5,Boise State,9.5,Boise State,Boise State,New Mexico,Fav Cover by +7,Yes
683,401022561,2018,12,regular,2018-11-17,Colorado State,Mountain West,24.0,Utah State,Mountain West,29.0,Utah State -28.5,28.5,5.0,23.5,-28.5,-5.0,-23.5,Colorado State,23.5,Utah State,Utah State,Colorado State,Dog Cover by +7,Yes
684,401012343,2018,12,regular,2018-11-18,LSU,SEC,42.0,Rice,Conference USA,10.0,LSU -42,-42.0,-32.0,-10.0,42.0,32.0,10.0,Rice,10.0,LSU,LSU,Rice,Dog Cover by +7,Yes
685,401012345,2018,12,regular,2018-11-18,South Carolina,SEC,49.0,Chattanooga,Southern,9.0,South Carolina -31,-31.0,-40.0,9.0,31.0,40.0,-9.0,South Carolina,9.0,South Carolina,South Carolina,Chattanooga,Fav Cover by +7,Yes
686,401012347,2018,12,regular,2018-11-18,Texas A&M,SEC,41.0,UAB,Conference USA,20.0,Texas A&M -17,-17.0,-21.0,4.0,17.0,21.0,-4.0,Texas A&M,4.0,Texas A&M,Texas A&M,UAB,Vegas Within 7,Yes
687,401012348,2018,12,regular,2018-11-18,Vanderbilt,SEC,36.0,Ole Miss,SEC,29.0,Vanderbilt -3,-3.0,-7.0,4.0,3.0,7.0,-4.0,Vanderbilt,4.0,Vanderbilt,Vanderbilt,Ole Miss,Vegas Within 7,Yes
688,401012793,2018,12,regular,2018-11-18,Oregon,Pac-12,31.0,Arizona State,Pac-12,29.0,Oregon -3.5,-3.5,-2.0,-1.5,3.5,2.0,1.5,Arizona State,1.5,Oregon,Oregon,Arizona State,Vegas Within 7,Yes
689,401012795,2018,12,regular,2018-11-18,Washington State,Pac-12,69.0,Arizona,Pac-12,28.0,Washington State -10.5,-10.5,-41.0,30.5,10.5,41.0,-30.5,Washington State,30.5,Washington State,Washington State,Arizona,Fav Cover by +7,Yes
690,401013046,2018,12,regular,2018-11-18,Texas,Big 12,24.0,Iowa State,Big 12,10.0,Texas -2,-2.0,-14.0,12.0,2.0,14.0,-12.0,Texas,12.0,Texas,Texas,Iowa State,Fav Cover by +7,Yes
691,401013055,2018,12,regular,2018-11-18,Oklahoma,Big 12,55.0,Kansas,Big 12,40.0,Oklahoma -35,-35.0,-15.0,-20.0,35.0,15.0,20.0,Kansas,20.0,Oklahoma,Oklahoma,Kansas,Dog Cover by +7,Yes
