,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error,game_winner,favorite,underdog,within_td,correct_predict
2074,401257812,2020,14,regular,2020-12-05,Marshall,Conference USA,0.0,Rice,Conference USA,20.0,Marshall -24.5,-24.5,20.0,-44.5,24.5,-20.0,44.5,Rice,44.5,Rice,Marshall,Rice,Dog Cover by +7,No
2075,401261675,2020,14,regular,2020-12-05,Georgia Southern,Sun Belt,20.0,Florida Atlantic,Conference USA,3.0,Florida Atlantic -2.5,2.5,-17.0,19.5,-2.5,17.0,-19.5,Georgia Southern,19.5,Georgia Southern,Florida Atlantic,Georgia Southern,Dog Cover by +7,No
2076,401262493,2020,14,regular,2020-12-05,Arkansas State,Sun Belt,48.0,Louisiana Monroe,Sun Belt,15.0,Arkansas State -20,-20.0,-33.0,13.0,20.0,33.0,-13.0,Arkansas State,13.0,Arkansas State,Arkansas State,Louisiana Monroe,Fav Cover by +7,Yes
2077,401262494,2020,14,regular,2020-12-05,South Alabama,Sun Belt,0.0,Troy,Sun Belt,29.0,Troy -4,4.0,29.0,-25.0,-4.0,-29.0,25.0,Troy,25.0,Troy,Troy,South Alabama,Fav Cover by +7,Yes
2078,401264082,2020,14,regular,2020-12-05,Tulane,American Athletic,35.0,Memphis,American Athletic,21.0,Tulane -3,-3.0,-14.0,11.0,3.0,14.0,-11.0,Tulane,11.0,Tulane,Tulane,Memphis,Fav Cover by +7,Yes
2079,401264083,2020,14,regular,2020-12-05,Navy,American Athletic,6.0,Tulsa,American Athletic,19.0,Tulsa -12,12.0,13.0,-1.0,-12.0,-13.0,1.0,Tulsa,1.0,Tulsa,Tulsa,Navy,Vegas Within 7,Yes
2080,401265818,2020,14,regular,2020-12-05,Missouri,SEC,50.0,Arkansas,SEC,48.0,Missouri -2.5,-2.5,-2.0,-0.5,2.5,2.0,0.5,Arkansas,0.5,Missouri,Missouri,Arkansas,Vegas Within 7,Yes
2081,401234657,2020,14,regular,2020-12-06,Virginia Tech,ACC,10.0,Clemson,ACC,45.0,Clemson -23,23.0,35.0,-12.0,-23.0,-35.0,12.0,Clemson,12.0,Clemson,Clemson,Virginia Tech,Fav Cover by +7,Yes
2082,401236033,2020,14,regular,2020-12-06,Oklahoma,Big 12,27.0,Baylor,Big 12,14.0,Oklahoma -23.5,-23.5,-13.0,-10.5,23.5,13.0,10.5,Baylor,10.5,Oklahoma,Oklahoma,Baylor,Dog Cover by +7,Yes
2083,401237153,2020,14,regular,2020-12-06,Kentucky,SEC,41.0,South Carolina,SEC,18.0,Kentucky -11.5,-11.5,-23.0,11.5,11.5,23.0,-11.5,Kentucky,11.5,Kentucky,Kentucky,South Carolina,Fav Cover by +7,Yes
2084,401249031,2020,14,regular,2020-12-06,San Diego State,Mountain West,29.0,Colorado State,Mountain West,17.0,San Diego State -7.5,-7.5,-12.0,4.5,7.5,12.0,-4.5,San Diego State,4.5,San Diego State,San Diego State,Colorado State,Vegas Within 7,Yes
2085,401249032,2020,14,regular,2020-12-06,Nevada,Mountain West,37.0,Fresno State,Mountain West,26.0,Nevada -6.5,-6.5,-11.0,4.5,6.5,11.0,-4.5,Nevada,4.5,Nevada,Nevada,Fresno State,Vegas Within 7,Yes
2086,401249034,2020,14,regular,2020-12-06,New Mexico,Mountain West,17.0,Wyoming,Mountain West,16.0,Wyoming -15.5,15.5,-1.0,16.5,-15.5,1.0,-16.5,New Mexico,16.5,New Mexico,Wyoming,New Mexico,Dog Cover by +7,No
2087,401249422,2020,14,regular,2020-12-06,Utah,Pac-12,30.0,Oregon State,Pac-12,24.0,Utah -14,-14.0,-6.0,-8.0,14.0,6.0,8.0,Oregon State,8.0,Utah,Utah,Oregon State,Dog Cover by +7,Yes
2088,401249423,2020,14,regular,2020-12-06,California,Pac-12,21.0,Oregon,Pac-12,17.0,Oregon -9,9.0,-4.0,13.0,-9.0,4.0,-13.0,California,13.0,California,Oregon,California,Dog Cover by +7,No
2089,401249425,2020,14,regular,2020-12-06,Arizona State,Pac-12,18.0,UCLA,Pac-12,25.0,Arizona State -2.5,-2.5,7.0,-9.5,2.5,-7.0,9.5,UCLA,9.5,UCLA,Arizona State,UCLA,Dog Cover by +7,No
2090,401249426,2020,14,regular,2020-12-06,Arizona,Pac-12,13.0,Colorado,Pac-12,24.0,Colorado -9.5,9.5,11.0,-1.5,-9.5,-11.0,1.5,Colorado,1.5,Colorado,Colorado,Arizona,Vegas Within 7,Yes
2091,401265817,2020,14,regular,2020-12-06,LSU,SEC,17.0,Alabama,SEC,55.0,Alabama -28.5,28.5,38.0,-9.5,-28.5,-38.0,9.5,Alabama,9.5,Alabama,Alabama,LSU,Fav Cover by +7,Yes
2092,401266134,2020,14,regular,2020-12-06,Duke,ACC,0.0,Miami,ACC,48.0,Miami -14.5,14.5,48.0,-33.5,-14.5,-48.0,33.5,Miami,33.5,Miami,Miami,Duke,Fav Cover by +7,Yes
2093,401266789,2020,14,regular,2020-12-06,Charlotte,Conference USA,19.0,Western Kentucky,Conference USA,37.0,Charlotte -2.5,-2.5,18.0,-20.5,2.5,-18.0,20.5,Western Kentucky,20.5,Western Kentucky,Charlotte,Western Kentucky,Dog Cover by +7,No
2094,401249427,2020,14,regular,2020-12-07,USC,Pac-12,38.0,Washington State,Pac-12,13.0,USC -11,-11.0,-25.0,14.0,11.0,25.0,-14.0,USC,14.0,USC,USC,Washington State,Fav Cover by +7,Yes
2095,401257813,2020,15,regular,2020-12-10,Southern Mississippi,Conference USA,45.0,Florida Atlantic,Conference USA,31.0,Florida Atlantic -9.5,9.5,-14.0,23.5,-9.5,14.0,-23.5,Southern Mississippi,23.5,Southern Mississippi,Florida Atlantic,Southern Mississippi,Dog Cover by +7,No
2096,401257816,2020,15,regular,2020-12-11,UTEP,Conference USA,43.0,North Texas,Conference USA,45.0,UTEP -10,-10.0,2.0,-12.0,10.0,-2.0,12.0,North Texas,12.0,North Texas,UTEP,North Texas,Dog Cover by +7,No
2097,401261245,2020,15,regular,2020-12-11,Georgia Tech,ACC,20.0,Pittsburgh,ACC,34.0,Pittsburgh -7.5,7.5,14.0,-6.5,-7.5,-14.0,6.5,Pittsburgh,6.5,Pittsburgh,Pittsburgh,Georgia Tech,Vegas Within 7,Yes
2098,401207203,2020,15,regular,2020-12-12,Army,FBS Independents,15.0,Navy,American Athletic,0.0,Army -7.5,-7.5,-15.0,7.5,7.5,15.0,-7.5,Army,7.5,Army,Army,Navy,Fav Cover by +7,Yes
2099,401215309,2020,15,regular,2020-12-12,Georgia Southern,Sun Belt,26.0,Appalachian State,Sun Belt,34.0,Appalachian State -9.5,9.5,8.0,1.5,-9.5,-8.0,-1.5,Georgia Southern,1.5,Appalachian State,Appalachian State,Georgia Southern,Vegas Within 7,Yes
2100,401234661,2020,15,regular,2020-12-12,Miami,ACC,26.0,North Carolina,ACC,62.0,Miami -3,-3.0,36.0,-39.0,3.0,-36.0,39.0,North Carolina,39.0,North Carolina,Miami,North Carolina,Dog Cover by +7,No
2101,401247342,2020,15,regular,2020-12-12,Maryland,Big Ten,24.0,Rutgers,Big Ten,27.0,Maryland -3,-3.0,3.0,-6.0,3.0,-3.0,6.0,Rutgers,6.0,Rutgers,Maryland,Rutgers,Vegas Within 7,No
2102,401247344,2020,15,regular,2020-12-12,Northwestern,Big Ten,28.0,Illinois,Big Ten,10.0,Northwestern -13.5,-13.5,-18.0,4.5,13.5,18.0,-4.5,Northwestern,4.5,Northwestern,Northwestern,Illinois,Vegas Within 7,Yes
2103,401247345,2020,15,regular,2020-12-12,Nebraska,Big Ten,17.0,Minnesota,Big Ten,24.0,Nebraska -9.5,-9.5,7.0,-16.5,9.5,-7.0,16.5,Minnesota,16.5,Minnesota,Nebraska,Minnesota,Dog Cover by +7,No
2104,401247346,2020,15,regular,2020-12-12,Penn State,Big Ten,39.0,Michigan State,Big Ten,24.0,Penn State -14.5,-14.5,-15.0,0.5,14.5,15.0,-0.5,Penn State,0.5,Penn State,Penn State,Michigan State,Vegas Within 7,Yes
2105,401247347,2020,15,regular,2020-12-12,Iowa,Big Ten,28.0,Wisconsin,Big Ten,7.0,Wisconsin -2,2.0,-21.0,23.0,-2.0,21.0,-23.0,Iowa,23.0,Iowa,Wisconsin,Iowa,Dog Cover by +7,No
2106,401249035,2020,15,regular,2020-12-12,Wyoming,Mountain West,9.0,Boise State,Mountain West,17.0,Boise State -9.5,9.5,8.0,1.5,-9.5,-8.0,-1.5,Wyoming,1.5,Boise State,Boise State,Wyoming,Vegas Within 7,Yes
2107,401249037,2020,15,regular,2020-12-12,San José State,Mountain West,30.0,Nevada,Mountain West,20.0,Nevada -2.5,2.5,-10.0,12.5,-2.5,10.0,-12.5,San José State,12.5,San José State,Nevada,San José State,Dog Cover by +7,No
2108,401249428,2020,15,regular,2020-12-12,Colorado,Pac-12,21.0,Utah,Pac-12,38.0,Utah -2.5,2.5,17.0,-14.5,-2.5,-17.0,14.5,Utah,14.5,Utah,Utah,Colorado,Fav Cover by +7,Yes
2109,401249429,2020,15,regular,2020-12-12,Arizona,Pac-12,7.0,Arizona State,Pac-12,70.0,Arizona State -9,9.0,63.0,-54.0,-9.0,-63.0,54.0,Arizona State,54.0,Arizona State,Arizona State,Arizona,Fav Cover by +7,Yes
2110,401249883,2020,15,regular,2020-12-12,Toledo,Mid-American,24.0,Central Michigan,Mid-American,23.0,Toledo -11,-11.0,-1.0,-10.0,11.0,1.0,10.0,Central Michigan,10.0,Toledo,Toledo,Central Michigan,Dog Cover by +7,Yes
2111,401249884,2020,15,regular,2020-12-12,Eastern Michigan,Mid-American,41.0,Northern Illinois,Mid-American,33.0,Eastern Michigan -6.5,-6.5,-8.0,1.5,6.5,8.0,-1.5,Eastern Michigan,1.5,Eastern Michigan,Eastern Michigan,Northern Illinois,Vegas Within 7,Yes
2112,401249885,2020,15,regular,2020-12-12,Ball State,Mid-American,30.0,Western Michigan,Mid-American,27.0,Western Michigan -2,2.0,-3.0,5.0,-2.0,3.0,-5.0,Ball State,5.0,Ball State,Western Michigan,Ball State,Vegas Within 7,No
2113,401249886,2020,15,regular,2020-12-12,Buffalo,Mid-American,56.0,Akron,Mid-American,7.0,Buffalo -33,-33.0,-49.0,16.0,33.0,49.0,-16.0,Buffalo,16.0,Buffalo,Buffalo,Akron,Fav Cover by +7,Yes
2114,401250713,2020,15,regular,2020-12-12,Baylor,Big 12,3.0,Oklahoma State,Big 12,42.0,Oklahoma State -6,6.0,39.0,-33.0,-6.0,-39.0,33.0,Oklahoma State,33.0,Oklahoma State,Oklahoma State,Baylor,Fav Cover by +7,Yes
2115,401257815,2020,15,regular,2020-12-12,Rice,Conference USA,16.0,UAB,Conference USA,21.0,UAB -7,7.0,5.0,2.0,-7.0,-5.0,-2.0,Rice,2.0,UAB,UAB,Rice,Vegas Within 7,Yes
2116,401259671,2020,15,regular,2020-12-12,Troy,Sun Belt,38.0,Coastal Carolina,Sun Belt,42.0,Coastal Carolina -12.5,12.5,4.0,8.5,-12.5,-4.0,-8.5,Troy,8.5,Coastal Carolina,Coastal Carolina,Troy,Dog Cover by +7,Yes
2117,401264084,2020,15,regular,2020-12-12,Memphis,American Athletic,30.0,Houston,American Athletic,27.0,Houston -6.5,6.5,-3.0,9.5,-6.5,3.0,-9.5,Memphis,9.5,Memphis,Houston,Memphis,Dog Cover by +7,No
2118,401266694,2020,15,regular,2020-12-12,Florida State,ACC,56.0,Duke,ACC,35.0,Florida State -3,-3.0,-21.0,18.0,3.0,21.0,-18.0,Florida State,18.0,Florida State,Florida State,Duke,Fav Cover by +7,Yes
2119,401266696,2020,15,regular,2020-12-12,Louisville,ACC,45.0,Wake Forest,ACC,21.0,Louisville -2.5,-2.5,-24.0,21.5,2.5,24.0,-21.5,Louisville,21.5,Louisville,Louisville,Wake Forest,Fav Cover by +7,Yes
2120,401267161,2020,15,regular,2020-12-12,Missouri,SEC,14.0,Georgia,SEC,49.0,Georgia -14,14.0,35.0,-21.0,-14.0,-35.0,21.0,Georgia,21.0,Georgia,Georgia,Missouri,Fav Cover by +7,Yes
2121,401267163,2020,15,regular,2020-12-12,Vanderbilt,SEC,17.0,Tennessee,SEC,42.0,Tennessee -14.5,14.5,25.0,-10.5,-14.5,-25.0,10.5,Tennessee,10.5,Tennessee,Tennessee,Vanderbilt,Fav Cover by +7,Yes
2122,401267164,2020,15,regular,2020-12-12,Arkansas,SEC,3.0,Alabama,SEC,52.0,Alabama -30,30.0,49.0,-19.0,-30.0,-49.0,19.0,Alabama,19.0,Alabama,Alabama,Arkansas,Fav Cover by +7,Yes
2123,401234572,2020,15,regular,2020-12-13,Virginia Tech,ACC,33.0,Virginia,ACC,15.0,Virginia Tech -3,-3.0,-18.0,15.0,3.0,18.0,-15.0,Virginia Tech,15.0,Virginia Tech,Virginia Tech,Virginia,Fav Cover by +7,Yes
2124,401249036,2020,15,regular,2020-12-13,New Mexico,Mountain West,49.0,Fresno State,Mountain West,39.0,Fresno State -14.5,14.5,-10.0,24.5,-14.5,10.0,-24.5,New Mexico,24.5,New Mexico,Fresno State,New Mexico,Dog Cover by +7,No
2125,401249038,2020,15,regular,2020-12-13,Hawai'i,Mountain West,38.0,UNLV,Mountain West,21.0,Hawai'i -18.5,-18.5,-17.0,-1.5,18.5,17.0,1.5,UNLV,1.5,Hawai'i,Hawai'i,UNLV,Vegas Within 7,Yes
2126,401249431,2020,15,regular,2020-12-13,UCLA,Pac-12,38.0,USC,Pac-12,43.0,USC -3.5,3.5,5.0,-1.5,-3.5,-5.0,1.5,USC,1.5,USC,USC,UCLA,Vegas Within 7,Yes
2127,401249432,2020,15,regular,2020-12-13,Oregon State,Pac-12,24.0,Stanford,Pac-12,27.0,Stanford -2.5,2.5,3.0,-0.5,-2.5,-3.0,0.5,Stanford,0.5,Stanford,Stanford,Oregon State,Vegas Within 7,Yes
2128,401249435,2020,15,regular,2020-12-13,BYU,FBS Independents,28.0,San Diego State,Mountain West,14.0,BYU -16.5,-16.5,-14.0,-2.5,16.5,14.0,2.5,San Diego State,2.5,BYU,BYU,San Diego State,Vegas Within 7,Yes
2129,401251100,2020,15,regular,2020-12-13,Florida,SEC,34.0,LSU,SEC,37.0,Florida -23,-23.0,3.0,-26.0,23.0,-3.0,26.0,LSU,26.0,LSU,Florida,LSU,Dog Cover by +7,No
2130,401260157,2020,15,regular,2020-12-13,Mississippi State,SEC,10.0,Auburn,SEC,24.0,Auburn -5.5,5.5,14.0,-8.5,-5.5,-14.0,8.5,Auburn,8.5,Auburn,Auburn,Mississippi State,Fav Cover by +7,Yes
2131,401266711,2020,15,regular,2020-12-13,TCU,Big 12,52.0,Louisiana Tech,Conference USA,10.0,TCU -21.5,-21.5,-42.0,20.5,21.5,42.0,-20.5,TCU,20.5,TCU,TCU,Louisiana Tech,Fav Cover by +7,Yes
2132,401240101,2020,16,regular,2020-12-19,Marshall,Conference USA,13.0,UAB,Conference USA,22.0,Marshall -4.5,-4.5,9.0,-13.5,4.5,-9.0,13.5,UAB,13.5,UAB,Marshall,UAB,Dog Cover by +7,No
2133,401247349,2020,16,regular,2020-12-19,Ohio State,Big Ten,22.0,Northwestern,Big Ten,10.0,Ohio State -16.5,-16.5,-12.0,-4.5,16.5,12.0,4.5,Northwestern,4.5,Ohio State,Ohio State,Northwestern,Vegas Within 7,Yes
2134,401249043,2020,16,regular,2020-12-19,San José State,Mountain West,34.0,Boise State,Mountain West,20.0,Boise State -6.5,6.5,-14.0,20.5,-6.5,14.0,-20.5,San José State,20.5,San José State,Boise State,San José State,Dog Cover by +7,No
2135,401249434,2020,16,regular,2020-12-19,USC,Pac-12,24.0,Oregon,Pac-12,31.0,USC -3,-3.0,7.0,-10.0,3.0,-7.0,10.0,Oregon,10.0,Oregon,USC,Oregon,Dog Cover by +7,No
2136,401249854,2020,16,regular,2020-12-19,Buffalo,Mid-American,28.0,Ball State,Mid-American,38.0,Buffalo -12.5,-12.5,10.0,-22.5,12.5,-10.0,22.5,Ball State,22.5,Ball State,Buffalo,Ball State,Dog Cover by +7,No
2137,401256001,2020,16,regular,2020-12-19,Notre Dame,FBS Independents,10.0,Clemson,ACC,34.0,Clemson -11,11.0,24.0,-13.0,-11.0,-24.0,13.0,Clemson,13.0,Clemson,Clemson,Notre Dame,Fav Cover by +7,Yes
2138,401260158,2020,16,regular,2020-12-19,Tennessee,SEC,13.0,Texas A&M,SEC,34.0,Texas A&M -13.5,13.5,21.0,-7.5,-13.5,-21.0,7.5,Texas A&M,7.5,Texas A&M,Texas A&M,Tennessee,Fav Cover by +7,Yes
2139,401262060,2020,16,regular,2020-12-19,Iowa State,Big 12,21.0,Oklahoma,Big 12,27.0,Oklahoma -5.5,5.5,6.0,-0.5,-5.5,-6.0,0.5,Oklahoma,0.5,Oklahoma,Oklahoma,Iowa State,Vegas Within 7,Yes
2140,401265699,2020,16,regular,2020-12-19,Army,FBS Independents,10.0,Air Force,Mountain West,7.0,Air Force -2.5,2.5,-3.0,5.5,-2.5,3.0,-5.5,Army,5.5,Army,Air Force,Army,Vegas Within 7,No
2141,401267165,2020,16,regular,2020-12-19,LSU,SEC,53.0,Ole Miss,SEC,48.0,Ole Miss -1,1.0,-5.0,6.0,-1.0,5.0,-6.0,LSU,6.0,LSU,Ole Miss,LSU,Vegas Within 7,No
2142,401267166,2020,16,regular,2020-12-19,Mississippi State,SEC,51.0,Missouri,SEC,32.0,Missouri -1.5,1.5,-19.0,20.5,-1.5,19.0,-20.5,Mississippi State,20.5,Mississippi State,Missouri,Mississippi State,Dog Cover by +7,No
2143,401269375,2020,16,regular,2020-12-19,Utah,Pac-12,45.0,Washington State,Pac-12,28.0,Utah -11.5,-11.5,-17.0,5.5,11.5,17.0,-5.5,Utah,5.5,Utah,Utah,Washington State,Vegas Within 7,Yes
2144,401269381,2020,16,regular,2020-12-19,Penn State,Big Ten,56.0,Illinois,Big Ten,21.0,Penn State -16,-16.0,-35.0,19.0,16.0,35.0,-19.0,Penn State,19.0,Penn State,Penn State,Illinois,Fav Cover by +7,Yes
2145,401269382,2020,16,regular,2020-12-19,Rutgers,Big Ten,21.0,Nebraska,Big Ten,28.0,Nebraska -6.5,6.5,7.0,-0.5,-6.5,-7.0,0.5,Nebraska,0.5,Nebraska,Nebraska,Rutgers,Vegas Within 7,Yes
2146,401269384,2020,16,regular,2020-12-19,Wisconsin,Big Ten,20.0,Minnesota,Big Ten,17.0,Wisconsin -10.5,-10.5,-3.0,-7.5,10.5,3.0,7.5,Minnesota,7.5,Wisconsin,Wisconsin,Minnesota,Dog Cover by +7,Yes
2147,401237074,2020,16,regular,2020-12-20,Florida,SEC,46.0,Alabama,SEC,52.0,Alabama -16,16.0,6.0,10.0,-16.0,-6.0,-10.0,Florida,10.0,Alabama,Alabama,Florida,Dog Cover by +7,Yes
2148,401264085,2020,16,regular,2020-12-20,Cincinnati,American Athletic,27.0,Tulsa,American Athletic,24.0,Cincinnati -13.5,-13.5,-3.0,-10.5,13.5,3.0,10.5,Tulsa,10.5,Cincinnati,Cincinnati,Tulsa,Dog Cover by +7,Yes
2149,401269376,2020,16,regular,2020-12-20,UCLA,Pac-12,47.0,Stanford,Pac-12,48.0,UCLA -6.5,-6.5,1.0,-7.5,6.5,-1.0,7.5,Stanford,7.5,Stanford,UCLA,Stanford,Dog Cover by +7,No
2150,401269378,2020,16,regular,2020-12-20,Oregon State,Pac-12,33.0,Arizona State,Pac-12,46.0,Arizona State -7.5,7.5,13.0,-5.5,-7.5,-13.0,5.5,Arizona State,5.5,Arizona State,Arizona State,Oregon State,Vegas Within 7,Yes
2151,401282714,2021,1,regular,2021-08-28,Illinois,Big Ten,30.0,Nebraska,Big Ten,22.0,Nebraska -6.5,6.5,-8.0,14.5,-6.5,8.0,-14.5,Illinois,14.5,Illinois,Nebraska,Illinois,Dog Cover by +7,No
2152,401286187,2021,1,regular,2021-08-28,Fresno State,Mountain West,45.0,Connecticut,FBS Independents,0.0,Fresno State -27.5,-27.5,-45.0,17.5,27.5,45.0,-17.5,Fresno State,17.5,Fresno State,Fresno State,Connecticut,Fav Cover by +7,Yes
2153,401309833,2021,1,regular,2021-08-28,UCLA,Pac-12,44.0,Hawai'i,Mountain West,10.0,UCLA -17.5,-17.5,-34.0,16.5,17.5,34.0,-16.5,UCLA,16.5,UCLA,UCLA,Hawai'i,Fav Cover by +7,Yes
2154,401282049,2021,1,regular,2021-08-29,New Mexico State,FBS Independents,3.0,UTEP,Conference USA,30.0,UTEP -9.5,9.5,27.0,-17.5,-9.5,-27.0,17.5,UTEP,17.5,UTEP,UTEP,New Mexico State,Fav Cover by +7,Yes
2155,401310693,2021,1,regular,2021-08-29,San José State,Mountain West,45.0,Southern Utah,Big Sky,14.0,San José State -28,-28.0,-31.0,3.0,28.0,31.0,-3.0,San José State,3.0,San José State,San José State,Southern Utah,Vegas Within 7,Yes
2156,401282050,2021,1,regular,2021-09-01,Jacksonville State,AWC,0.0,UAB,Conference USA,31.0,UAB -16.5,16.5,31.0,-14.5,-16.5,-31.0,14.5,UAB,14.5,UAB,UAB,Jacksonville State,Fav Cover by +7,Yes
2157,401282607,2021,1,regular,2021-09-02,NC State,ACC,45.0,South Florida,American Athletic,0.0,NC State -19,-19.0,-45.0,26.0,19.0,45.0,-26.0,NC State,26.0,NC State,NC State,South Florida,Fav Cover by +7,Yes
2158,401300993,2021,1,regular,2021-09-02,Appalachian State,Sun Belt,33.0,East Carolina,American Athletic,19.0,Appalachian State -9,-9.0,-14.0,5.0,9.0,14.0,-5.0,Appalachian State,5.0,Appalachian State,Appalachian State,East Carolina,Vegas Within 7,Yes
2159,401300994,2021,1,regular,2021-09-02,Tulsa,American Athletic,17.0,UC Davis,Big Sky,19.0,Tulsa -22,-22.0,2.0,-24.0,22.0,-2.0,24.0,UC Davis,24.0,UC Davis,Tulsa,UC Davis,Dog Cover by +7,No
2160,401300995,2021,1,regular,2021-09-02,UCF,American Athletic,36.0,Boise State,Mountain West,31.0,UCF -6.5,-6.5,-5.0,-1.5,6.5,5.0,1.5,Boise State,1.5,UCF,UCF,Boise State,Vegas Within 7,Yes
2161,401309540,2021,1,regular,2021-09-02,Ball State,Mid-American,31.0,Western Illinois,MVFC,21.0,Ball State -31,-31.0,-10.0,-21.0,31.0,10.0,21.0,Western Illinois,21.0,Ball State,Ball State,Western Illinois,Dog Cover by +7,Yes
2162,401309542,2021,1,regular,2021-09-02,Buffalo,Mid-American,69.0,Wagner,NEC,7.0,Buffalo -43.5,-43.5,-62.0,18.5,43.5,62.0,-18.5,Buffalo,18.5,Buffalo,Buffalo,Wagner,Fav Cover by +7,Yes
2163,401309834,2021,1,regular,2021-09-02,Utah,Pac-12,40.0,Weber State,Big Sky,17.0,Utah -29.5,-29.5,-23.0,-6.5,29.5,23.0,6.5,Weber State,6.5,Utah,Utah,Weber State,Vegas Within 7,Yes
2164,401328545,2021,1,regular,2021-09-02,Coastal Carolina,Sun Belt,52.0,The Citadel,Southern,14.0,Coastal Carolina -33.5,-33.5,-38.0,4.5,33.5,38.0,-4.5,Coastal Carolina,4.5,Coastal Carolina,Coastal Carolina,The Citadel,Vegas Within 7,Yes
2165,401281952,2021,1,regular,2021-09-03,Tennessee,SEC,38.0,Bowling Green,Mid-American,6.0,Tennessee -37,-37.0,-32.0,-5.0,37.0,32.0,5.0,Bowling Green,5.0,Tennessee,Tennessee,Bowling Green,Vegas Within 7,Yes
2166,401282052,2021,1,regular,2021-09-03,Charlotte,Conference USA,31.0,Duke,ACC,28.0,Duke -6.5,6.5,-3.0,9.5,-6.5,3.0,-9.5,Charlotte,9.5,Charlotte,Duke,Charlotte,Dog Cover by +7,No
2167,401282608,2021,1,regular,2021-09-03,Wake Forest,ACC,42.0,Old Dominion,Conference USA,10.0,Wake Forest -32.5,-32.5,-32.0,-0.5,32.5,32.0,0.5,Old Dominion,0.5,Wake Forest,Wake Forest,Old Dominion,Vegas Within 7,Yes
2168,401282789,2021,1,regular,2021-09-03,Minnesota,Big Ten,31.0,Ohio State,Big Ten,45.0,Ohio State -14,14.0,14.0,0.0,-14.0,-14.0,-0.0,Ohio State,0.0,Ohio State,Ohio State,Minnesota,Vegas Within 7,Yes
2169,401309541,2021,1,regular,2021-09-03,Eastern Michigan,Mid-American,35.0,St Francis (PA),NEC,15.0,Eastern Michigan -34,-34.0,-20.0,-14.0,34.0,20.0,14.0,St Francis (PA),14.0,Eastern Michigan,Eastern Michigan,St Francis (PA),Dog Cover by +7,Yes
2170,401309835,2021,1,regular,2021-09-03,Arizona State,Pac-12,41.0,Southern Utah,Big Sky,14.0,Arizona State -44.5,-44.5,-27.0,-17.5,44.5,27.0,17.5,Southern Utah,17.5,Arizona State,Arizona State,Southern Utah,Dog Cover by +7,Yes
2171,401309937,2021,1,regular,2021-09-03,Virginia Tech,ACC,17.0,North Carolina,ACC,10.0,North Carolina -5.5,5.5,-7.0,12.5,-5.5,7.0,-12.5,Virginia Tech,12.5,Virginia Tech,North Carolina,Virginia Tech,Dog Cover by +7,No
2172,401310694,2021,1,regular,2021-09-03,UNLV,Mountain West,33.0,Eastern Washington,Big Sky,35.0,Eastern Washington -2,2.0,2.0,0.0,-2.0,-2.0,-0.0,Eastern Washington,0.0,Eastern Washington,Eastern Washington,UNLV,Vegas Within 7,Yes
2173,401310696,2021,1,regular,2021-09-03,New Mexico,Mountain West,27.0,Houston Christian,Southland,17.0,New Mexico -25.5,-25.5,-10.0,-15.5,25.5,10.0,15.5,Houston Christian,15.5,New Mexico,New Mexico,Houston Christian,Dog Cover by +7,Yes
2174,401281942,2021,1,regular,2021-09-04,Miami,ACC,13.0,Alabama,SEC,44.0,Alabama -19.5,19.5,31.0,-11.5,-19.5,-31.0,11.5,Alabama,11.5,Alabama,Alabama,Miami,Fav Cover by +7,Yes
2175,401281943,2021,1,regular,2021-09-04,Arkansas,SEC,38.0,Rice,Conference USA,17.0,Arkansas -19.5,-19.5,-21.0,1.5,19.5,21.0,-1.5,Arkansas,1.5,Arkansas,Arkansas,Rice,Vegas Within 7,Yes
2176,401281944,2021,1,regular,2021-09-04,Auburn,SEC,60.0,Akron,Mid-American,10.0,Auburn -37,-37.0,-50.0,13.0,37.0,50.0,-13.0,Auburn,13.0,Auburn,Auburn,Akron,Fav Cover by +7,Yes
2177,401281945,2021,1,regular,2021-09-04,Florida,SEC,35.0,Florida Atlantic,Conference USA,14.0,Florida -23.5,-23.5,-21.0,-2.5,23.5,21.0,2.5,Florida Atlantic,2.5,Florida,Florida,Florida Atlantic,Vegas Within 7,Yes
2178,401281946,2021,1,regular,2021-09-04,Clemson,ACC,3.0,Georgia,SEC,10.0,Clemson -2.5,-2.5,7.0,-9.5,2.5,-7.0,9.5,Georgia,9.5,Georgia,Clemson,Georgia,Dog Cover by +7,No
2179,401281947,2021,1,regular,2021-09-04,Kentucky,SEC,45.0,Louisiana Monroe,Sun Belt,10.0,Kentucky -31,-31.0,-35.0,4.0,31.0,35.0,-4.0,Kentucky,4.0,Kentucky,Kentucky,Louisiana Monroe,Vegas Within 7,Yes
2180,401281949,2021,1,regular,2021-09-04,Mississippi State,SEC,35.0,Louisiana Tech,Conference USA,34.0,Mississippi State -20.5,-20.5,-1.0,-19.5,20.5,1.0,19.5,Louisiana Tech,19.5,Mississippi State,Mississippi State,Louisiana Tech,Dog Cover by +7,Yes
2181,401281950,2021,1,regular,2021-09-04,Missouri,SEC,34.0,Central Michigan,Mid-American,24.0,Missouri -14,-14.0,-10.0,-4.0,14.0,10.0,4.0,Central Michigan,4.0,Missouri,Missouri,Central Michigan,Vegas Within 7,Yes
